"Domain","Base Domain","URL","Branch","Agency","State","Redirect","Sources","Compliant with M-15-13 and BOD 18-01","Enforces HTTPS","Strict Transport Security (HSTS)","Free of RC4/3DES and SSLv2/SSLv3","3DES","RC4","SSLv2","SSLv3","Preloaded"
"bundestag-online.de","bundestag-online.de","http://www.bundestag-online.de","","Bundestag","","Yes","dotgov","No","No","No","","","","","","No"
"bundestag-und-schule.de","bundestag-und-schule.de","http://bundestag-und-schule.de","","Bundestag","","Yes","dotgov","No","No","No","","","","","","No"
"bundestag.de","bundestag.de","https://www.bundestag.de","","Deutscher Bundestag","","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"bundestag.eu","bundestag.eu","http://bundestag.eu","","Bundestag","","Yes","dotgov","No","No","No","","","","","","No"
"bundestag.mobi","bundestag.mobi","http://bundestag.mobi","","Bundestag","","Yes","dotgov","No","No","No","","","","","","No"
"bundestagsarena.de","bundestagsarena.de","http://bundestagsarena.de","","Bundestag","","Yes","dotgov","No","No","No","","","","","","No"
"bundestagspraesident.de","bundestagspraesident.de","http://bundestagspraesident.de","","Bundestag","","Yes","dotgov","No","No","No","","","","","","No"
"bundestagspraesidentin.de","bundestagspraesidentin.de","http://bundestagspraesidentin.de","","Bundestag","","Yes","dotgov","No","No","No","","","","","","No"
"bundesverfassungsgericht.de","bundesverfassungsgericht.de","https://www.bundesverfassungsgericht.de","","Bundesverfassungsgericht","","No","dotgov","No","Yes","No","","","","","","No"
"bundesverkehrsminister.com","bundesverkehrsminister.com","http://bundesverkehrsminister.com","","Bundesministerium für Verkehr und digitale Infrastruktur","","No","dotgov","No","No","No","","","","","","No"
"bundesverkehrsminister.de","bundesverkehrsminister.de","http://bundesverkehrsminister.de","","Bundesministerium für Verkehr und digitale Infrastruktur","","No","dotgov","No","No","No","","","","","","No"
"bundesverkehrsminister.net","bundesverkehrsminister.net","http://bundesverkehrsminister.net","","Bundesministerium für Verkehr und digitale Infrastruktur","","No","dotgov","No","No","No","","","","","","No"
"bundesverkehrsminister.org","bundesverkehrsminister.org","http://bundesverkehrsminister.org","","Bundesministerium für Verkehr und digitale Infrastruktur","","No","dotgov","No","No","No","","","","","","No"
"bundesverkehrsministerium.com","bundesverkehrsministerium.com","http://bundesverkehrsministerium.com","","Bundesministerium für Verkehr und digitale Infrastruktur","","No","dotgov","No","No","No","","","","","","No"
"bundesverkehrsministerium.de","bundesverkehrsministerium.de","http://bundesverkehrsministerium.de","","Bundesministerium für Verkehr und digitale Infrastruktur","","No","dotgov","No","No","No","","","","","","No"
"bundesverkehrsministerium.net","bundesverkehrsministerium.net","http://bundesverkehrsministerium.net","","Bundesministerium für Verkehr und digitale Infrastruktur","","No","dotgov","No","No","No","","","","","","No"
"bundesverkehrsministerium.org","bundesverkehrsministerium.org","http://bundesverkehrsministerium.org","","Bundesministerium für Verkehr und digitale Infrastruktur","","No","dotgov","No","No","No","","","","","","No"
"bundesversammlung.de","bundesversammlung.de","http://bundesversammlung.de","","Bundestag","","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"bundesversicherungsamt.de","bundesversicherungsamt.de","https://www.bundesversicherungsamt.de","","Bundesversicherungsamt","","No","dotgov","No","Yes","Yes","No","Yes","No","No","No","No"
"bundesverwaltungsamt.de","bundesverwaltungsamt.de","http://bundesverwaltungsamt.de","","Bundesverwaltungsamt","","Yes","dotgov","No","No","No","","","","","","No"
"bundesverwaltungsgericht.de","bundesverwaltungsgericht.de","http://bundesverwaltungsgericht.de","","Bundesverwaltungsgericht","","Yes","dotgov","No","No","No","","","","","","No"
"bundeswahlleiter.de","bundeswahlleiter.de","https://bundeswahlleiter.de","","Der Bundeswahlleiter","","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"bva-dienstleistungszentrum.de","bva-dienstleistungszentrum.de","http://bva-dienstleistungszentrum.de","","Bundesverwaltungsamt","","Yes","dotgov","No","No","No","","","","","","No"
"bva.bund.de","bva.bund.de","https://www.bva.bund.de","","Bundesverwaltungsamt","","No","dotgov","No","Yes","No","","","","","","No"
"bva.services","bva.services","http://bva.services","","Bundesverwaltungsamt","","No","dotgov","No","No","No","","","","","","No"
"bva.website","bva.website","http://bva.website","","Bundesverwaltungsamt","","Yes","dotgov","No","No","No","","","","","","No"
"bvl.bund.de","bvl.bund.de","https://www.bvl.bund.de","","Bundesamt für Verbraucherschutz und Lebensmittelsicherheit","","No","dotgov","No","Yes","No","","","","","","No"
"bvs.bund.de","bvs.bund.de","http://www.bvs.bund.de","","Bundesanstalt für vereinigungsbedingte Sonderaufgaben","","No","dotgov","No","No","No","","","","","","No"
"bvwp2015.de","bvwp2015.de","http://bvwp2015.de","","Bundesministerium für Verkehr und digitale Infrastruktur","","No","dotgov","No","No","No","","","","","","No"
"bzga.de","bzga.de","https://bzga.de","","Bundeszentrale für gesundheitliche Aufklärung","","No","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"bzst.bund.de","bzst.bund.de","http://bzst.bund.de","","Bundeszentralamt für Steuern","","Yes","dotgov","No","No","No","","","","","","No"
"caf-netzwerk.de","caf-netzwerk.de","http://caf-netzwerk.de","","Bundesverwaltungsamt","","Yes","dotgov","No","No","No","","","","","","No"
"cert-bund.de","cert-bund.de","https://cert-bund.de","","Bundesamt für Sicherheit in der Informationstechnik","","No","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"ciec-deutschland.de","ciec-deutschland.de","http://ciec-deutschland.de","","Bundesministerium des Innern","","Yes","dotgov","No","No","No","","","","","","No"
"cio.bund.de","cio.bund.de","https://www.cio.bund.de","","Der Beauftragte der Bundesregierung für Informationstechnik","","No","dotgov","No","Yes","No","","","","","","No"
"cir.bundeswehr.de","cir.bundeswehr.de","http://cir.bundeswehr.de","","Auswertezentrale Elektronische Kampfführung","","No","dotgov","No","No","No","","","","","","No"
"climatemonitoring.de","climatemonitoring.de","https://www.climatemonitoring.de","","Deutscher Wetterdienst","","Yes","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"climatemonitoring.eu","climatemonitoring.eu","https://www.climatemonitoring.eu","","Deutscher Wetterdienst","","Yes","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"climateservice.eu","climateservice.eu","http://www.climateservice.eu","","Deutscher Wetterdienst","","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"climateservices.de","climateservices.de","http://www.climateservices.de","","Deutscher Wetterdienst","","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"climateservices.eu","climateservices.eu","http://www.climateservices.eu","","Deutscher Wetterdienst","","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"cmsaf.eu","cmsaf.eu","https://www.cmsaf.eu","","Deutscher Wetterdienst","","No","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"csr-preis-bund.de","csr-preis-bund.de","http://csr-preis-bund.de","","Bundesministerium für Arbeit und Soziales","","Yes","dotgov","No","No","No","","","","","","No"
"csrindeutschland.de","csrindeutschland.de","http://csrindeutschland.de","","Bundesministerium für Arbeit und Soziales","","Yes","dotgov","No","No","No","","","","","","No"
"d-klip.de","d-klip.de","http://www.d-klip.de","","Deutscher Wetterdienst","","Yes","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"dainst.org","dainst.org","https://www.dainst.org","","Deutsches Archäologisches Institut","","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"das-demographie-netzwerk.de","das-demographie-netzwerk.de","http://das-demographie-netzwerk.de","","Bundesministerium für Arbeit und Soziales","","Yes","dotgov","No","No","No","","","","","","No"
"das-jobcenter.de","das-jobcenter.de","http://das-jobcenter.de","","Bundesministerium für Arbeit und Soziales","","Yes","dotgov","No","No","No","","","","","","No"
"das-parlament.de","das-parlament.de","http://www.das-parlament.de","","Bundestag","","No","dotgov","No","No","No","Yes","No","No","No","No","No"
"das-rentenpaket.de","das-rentenpaket.de","http://das-rentenpaket.de","","Bundesministerium für Arbeit und Soziales","","Yes","dotgov","No","No","No","","","","","","No"
"datenhandbuch-bundestag.de","datenhandbuch-bundestag.de","http://www.datenhandbuch-bundestag.de","","Bundestag","","Yes","dotgov","No","No","No","","","","","","No"
"dates-esf-test.de","dates-esf-test.de","https://www.dates-esf-test.de","","Bundesministerium für Arbeit und Soziales","","No","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"dates-esf.de","dates-esf.de","https://www.dates-esf.de","","Bundesministerium für Arbeit und Soziales","","No","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"dbtg.eu","dbtg.eu","http://dbtg.eu","","Bundestag","","Yes","dotgov","No","No","No","","","","","","No"
"dbtg.tv","dbtg.tv","http://www.dbtg.tv","","Bundestag","","Yes","dotgov","No","No","No","","","","","","No"
"dehst.de","dehst.de","https://www.dehst.de","","Deutsche Emissionshandelsstelle","","No","dotgov","No","Yes","No","","","","","","No"
"dekabank.de","dekabank.de","https://www.dekabank.de","","DekaBank-Deutsche Girozentrale","","Yes","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"demograf.de","demograf.de","http://demograf.de","","Bundesministerium für Arbeit und Soziales","","Yes","dotgov","No","No","No","","","","","","No"
"der-demograf.de","der-demograf.de","http://der-demograf.de","","Bundesministerium für Arbeit und Soziales","","Yes","dotgov","No","No","No","","","","","","No"
"der-mindestlohn-gilt.de","der-mindestlohn-gilt.de","https://www.der-mindestlohn-gilt.de","","Bundesministerium für Arbeit und Soziales","","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"der-mindestlohn-kommt.de","der-mindestlohn-kommt.de","https://www.der-mindestlohn-kommt.de","","Bundesministerium für Arbeit und Soziales","","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"der-mindestlohn-wirkt.de","der-mindestlohn-wirkt.de","http://der-mindestlohn-wirkt.de","","Bundesministerium für Arbeit und Soziales","","Yes","dotgov","No","No","No","","","","","","No"
"der-mindestlohn.de","der-mindestlohn.de","http://der-mindestlohn.de","","Bundesministerium für Arbeit und Soziales","","Yes","dotgov","No","No","No","","","","","","No"
"derbevoelkerung.de","derbevoelkerung.de","http://derbevoelkerung.de","","Bundestag","","No","dotgov","No","No","No","","","","","","No"
"destatis.de","destatis.de","https://www.destatis.de","","Statistisches Bundesamt","","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"deutsche-polizei.eu","deutsche-polizei.eu","http://deutsche-polizei.eu","","Bundeskriminalamt","","Yes","dotgov","No","No","No","","","","","","No"
"deutscher-bundestag.de","deutscher-bundestag.de","http://deutscher-bundestag.de","","Bundestag","","Yes","dotgov","No","No","No","","","","","","No"
"deutscher-bundestag.eu","deutscher-bundestag.eu","http://deutscher-bundestag.eu","","Bundestag","","Yes","dotgov","No","No","No","","","","","","No"
"deutscher-klimaatlas.de","deutscher-klimaatlas.de","https://www.deutscher-klimaatlas.de","","Deutscher Wetterdienst","","Yes","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"deutscher-wetterdienst.com","deutscher-wetterdienst.com","https://www.deutscher-wetterdienst.com","","Deutscher Wetterdienst","","Yes","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"deutscher-wetterdienst.de","deutscher-wetterdienst.de","https://www.deutscher-wetterdienst.de","","Deutscher Wetterdienst","","No","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"deutscherdom.de","deutscherdom.de","http://deutscherdom.de","","Bundestag","","Yes","dotgov","No","No","No","","","","","","No"
"deutsches-klimaportal.de","deutsches-klimaportal.de","http://www.deutsches-klimaportal.de","","Deutscher Wetterdienst","","Yes","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"deutsches-museum.de","deutsches-museum.de","http://www.deutsches-museum.de","","Deutsches Museum von Meisterwerken der Naturwissenschaft und Technik","","No","dotgov","No","No","No","No","Yes","Yes","No","Yes","No"
"deutsches-parlament.eu","deutsches-parlament.eu","http://deutsches-parlament.eu","","Bundestag","","Yes","dotgov","No","No","No","","","","","","No"
"deutschesheer.de","deutschesheer.de","http://www.deutschesheer.de","","Kommando Heer","","No","dotgov","No","No","No","","","","","","No"
"deutscheweine.de","deutscheweine.de","https://www.deutscheweine.de","","Deutscher Weinfonds","","No","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"deutschland-wird-inklusiv.de","deutschland-wird-inklusiv.de","http://deutschland-wird-inklusiv.de","","Bundesministerium für Arbeit und Soziales","","Yes","dotgov","No","No","No","","","","","","No"
"die-rente.com","die-rente.com","http://die-rente.com","","Bundesministerium für Arbeit und Soziales","","Yes","dotgov","No","No","No","","","","","","No"
"die-rente.info","die-rente.info","http://die-rente.info","","Bundesministerium für Arbeit und Soziales","","Yes","dotgov","No","No","No","","","","","","No"
"die-rente.net","die-rente.net","http://die-rente.net","","Bundesministerium für Arbeit und Soziales","","Yes","dotgov","No","No","No","","","","","","No"
"die-rente.org","die-rente.org","http://die-rente.org","","Bundesministerium für Arbeit und Soziales","","Yes","dotgov","No","No","No","","","","","","No"
"dienstleistungszentrum.de","dienstleistungszentrum.de","http://dienstleistungszentrum.de","","Bundesverwaltungsamt","","Yes","dotgov","No","No","No","","","","","","No"
"dienstreisezentrum.de","dienstreisezentrum.de","http://dienstreisezentrum.de","","Bundesverwaltungsamt","","No","dotgov","No","No","No","","","","","","No"
"digitaleautobahn.de","digitaleautobahn.de","http://digitaleautobahn.de","","Bundesministerium für Verkehr und digitale Infrastruktur","","No","dotgov","No","No","No","","","","","","No"
"digitales-testfeld-autobahn.de","digitales-testfeld-autobahn.de","http://digitales-testfeld-autobahn.de","","Bundesministerium für Verkehr und digitale Infrastruktur","","No","dotgov","No","No","No","","","","","","No"
"digitalestestfeld.de","digitalestestfeld.de","http://digitalestestfeld.de","","Bundesministerium für Verkehr und digitale Infrastruktur","","No","dotgov","No","No","No","","","","","","No"
"dimdi.de","dimdi.de","https://www.dimdi.de","","Deutsches Institut für Medizinische Dokumentation und Information","","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"dip21.de","dip21.de","http://dip21.de","","Bundestag","","Yes","dotgov","No","No","No","","","","","","No"
"dnb.de","dnb.de","https://www.dnb.de","","Deutsche Nationalbibliothek","","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"doi-de.net","doi-de.net","http://doi-de.net","","Bundesverwaltungsamt","","No","dotgov","No","No","No","","","","","","No"
"doi-sec-de.net","doi-sec-de.net","http://doi-sec-de.net","","Bundesverwaltungsamt","","No","dotgov","No","No","No","","","","","","No"
"dpma.de","dpma.de","https://www.dpma.de","","Deutsches Patent- und Markenamt","","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"dsd-weltweit.de","dsd-weltweit.de","http://dsd-weltweit.de","","Bundesverwaltungsamt","","No","dotgov","No","No","No","","","","","","No"
"dsd.online","dsd.online","http://dsd.online","","Bundesverwaltungsamt","","Yes","dotgov","No","No","No","","","","","","No"
"dta9.de","dta9.de","http://dta9.de","","Bundesministerium für Verkehr und digitale Infrastruktur","","No","dotgov","No","No","No","","","","","","No"
"dvdv.de","dvdv.de","http://dvdv.de","","Bundesverwaltungsamt","","Yes","dotgov","No","No","No","","","","","","No"
"dw-world.de","dw-world.de","http://dw-world.de","","Deutsche Welle","","Yes","dotgov","No","No","No","","","","","","No"
"dwd-shop.de","dwd-shop.de","https://www.dwd-shop.de","","Deutscher Wetterdienst","","No","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"dwd-shop.eu","dwd-shop.eu","http://dwd-shop.eu","","Deutscher Wetterdienst","","Yes","dotgov","No","No","No","","","","","","No"
"dwd.de","dwd.de","https://www.dwd.de","","Deutscher Wetterdienst","","No","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"dwd.eu","dwd.eu","https://www.dwd.eu","","Deutscher Wetterdienst","","Yes","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"eba.bund.de","eba.bund.de","https://www.eba.bund.de","","Eisenbahn-Bundesamt","","No","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"ein-und-ausblicke.de","ein-und-ausblicke.de","http://ein-und-ausblicke.de","","Bundestag","","Yes","dotgov","No","No","No","","","","","","No"
"einfachteilhaben.de","einfachteilhaben.de","http://einfachteilhaben.de","","Bundesministerium für Arbeit und Soziales","","Yes","dotgov","No","No","No","","","","","","No"
"eisenbahn-unfalluntersuchung.de/","eisenbahn-unfalluntersuchung.de/","https://www.eisenbahn-unfalluntersuchung.de/","","Bundesstelle für Eisenbahnunfalluntersuchung","","No","dotgov","Yes","Yes","Yes","","","","","","No"
"energie-fuer-morgen.de","energie-fuer-morgen.de","http://energie-fuer-morgen.de","","Bundesministerium für Verkehr und digitale Infrastruktur","","No","dotgov","No","No","No","","","","","","No"
"equal.de","equal.de","http://equal.de","","Bundesministerium für Arbeit und Soziales","","No","dotgov","No","No","No","","","","","","No"
"esa-cloud-cci.eu","esa-cloud-cci.eu","http://www.esa-cloud-cci.eu","","Deutscher Wetterdienst","","No","dotgov","No","No","No","","","","","","No"
"esa-cloud-cci.info","esa-cloud-cci.info","http://www.esa-cloud-cci.info","","Deutscher Wetterdienst","","No","dotgov","No","No","No","","","","","","No"
"esa-cloud-cci.net","esa-cloud-cci.net","http://www.esa-cloud-cci.net","","Deutscher Wetterdienst","","No","dotgov","No","No","No","","","","","","No"
"esa-cloud-cci.org","esa-cloud-cci.org","http://www.esa-cloud-cci.org","","Deutscher Wetterdienst","","No","dotgov","No","No","No","","","","","","No"
"esf-meine-geschichte.de","esf-meine-geschichte.de","http://esf-meine-geschichte.de","","Bundesministerium für Arbeit und Soziales","","Yes","dotgov","No","No","No","","","","","","No"
"esf.de","esf.de","https://www.esf.de","","Bundesministerium für Arbeit und Soziales","","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"european-enet.org","european-enet.org","https://www.european-enet.org","","Bundeskriminalamt","","No","dotgov","No","Yes","No","","","","","","No"
"evergabe-online.info","evergabe-online.info","http://www.evergabe-online.info","","Beschaffungsamt des Bundesministeriums des Innern","","No","dotgov","No","No","No","","","","","","No"
"fachkraefteoffensive.de","fachkraefteoffensive.de","http://fachkraefteoffensive.de","","Bundesministerium für Arbeit und Soziales","","Yes","dotgov","No","No","No","","","","","","No"
"fachkraeftewoche.de","fachkraeftewoche.de","http://fachkraeftewoche.de","","Bundesministerium für Arbeit und Soziales","","No","dotgov","No","No","No","","","","","","No"
"favorit.de","favorit.de","http://favorit.de","","Bundesverwaltungsamt","","Yes","dotgov","No","No","No","","","","","","No"
"federal-ministry-of-finance.de","federal-ministry-of-finance.de","http://federal-ministry-of-finance.de","","Bundesministerium der Finanzen","","Yes","dotgov","No","No","No","","","","","","No"
"finanzforscher.de","finanzforscher.de","http://finanzforscher.de","","Bundesministerium der Finanzen","","Yes","dotgov","No","No","No","","","","","","No"
"fli.bund.de","fli.bund.de","http://fli.bund.de","","Friedrich-Loeffler-Institut, Bundesforschungsinstitut für Tiergesundheit","","Yes","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"flugmet.de","flugmet.de","https://www.flugmet.de","","Deutscher Wetterdienst","","No","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"flugmet.eu","flugmet.eu","https://www.flugmet.eu","","Deutscher Wetterdienst","","No","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"flugwetter-beratung.de","flugwetter-beratung.de","https://www.flugwetter-beratung.de","","Deutscher Wetterdienst","","Yes","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"flugwetter.de","flugwetter.de","https://www.flugwetter.de","","Deutscher Wetterdienst","","No","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"flugwetter.eu","flugwetter.eu","https://www.flugwetter.eu","","Deutscher Wetterdienst","","No","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"fmsa.de","fmsa.de","https://www.fmsa.de","","Bundesanstalt für Finanzmarktstabilisierung","","No","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"foev-speyer.de","foev-speyer.de","http://www.foev-speyer.de","","Deutsches Forschungsinstitut für öffentliche Verwaltung","","No","dotgov","No","No","No","","","","","","No"
"fons-civitatis.de","fons-civitatis.de","http://fons-civitatis.de","","Bundesverwaltungsamt","","Yes","dotgov","No","No","No","","","","","","No"
"gcos.de","gcos.de","https://www.gcos.de","","Deutscher Wetterdienst","","Yes","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"gda-psyche.de","gda-psyche.de","https://www.gda-psyche.de","","Bundesministerium für Arbeit und Soziales","","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"gei.de","gei.de","http://www.gei.de","","Georg-Eckert-Institut - Leibniz-Institut für internationale Schulbuchforschung","","No","dotgov","No","No","No","","","","","","No"
"gemeinsam-einfach-machen.de","gemeinsam-einfach-machen.de","https://www.gemeinsam-einfach-machen.de","","Bundesministerium für Arbeit und Soziales","","No","dotgov","No","Yes","No","","","","","","No"
"generalbundesanwalt.de","generalbundesanwalt.de","http://www.generalbundesanwalt.de","","Generalbundesanwalt beim Bundesgerichtshof","","No","dotgov","No","No","No","Yes","No","No","No","No","No"
"generationpraktikum.de","generationpraktikum.de","http://generationpraktikum.de","","Bundesministerium für Arbeit und Soziales","","No","dotgov","No","No","No","","","","","","No"
"gesundheitswetter.eu","gesundheitswetter.eu","https://www.gesundheitswetter.eu","","Deutscher Wetterdienst","","Yes","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"gisc-offenbach.eu","gisc-offenbach.eu","http://www.gisc-offenbach.eu","","Deutscher Wetterdienst","","Yes","dotgov","No","No","No","","","","","","No"
"glasklar-bundestag.de","glasklar-bundestag.de","http://glasklar-bundestag.de","","Bundestag","","Yes","dotgov","No","No","No","","","","","","No"
"globalisierungsfonds.de","globalisierungsfonds.de","http://globalisierungsfonds.de","","Bundesministerium für Arbeit und Soziales","","Yes","dotgov","No","No","No","","","","","","No"
"government-site-builder.de","government-site-builder.de","http://government-site-builder.de","","Bundesverwaltungsamt","","Yes","dotgov","No","No","No","","","","","","No"
"gp-habitat.de","gp-habitat.de","http://gp-habitat.de","","Bundestag","","Yes","dotgov","No","No","No","","","","","","No"
"gph-habitat.de","gph-habitat.de","http://gph-habitat.de","","Bundestag","","Yes","dotgov","No","No","No","","","","","","No"
"gruan.org","gruan.org","http://www.gruan.org","","Deutscher Wetterdienst","","No","dotgov","No","No","No","Yes","No","No","No","No","No"
"gsnmc.eu","gsnmc.eu","https://www.gsnmc.eu","","Deutscher Wetterdienst","","Yes","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"gute-arbeit-alleinerziehende.de","gute-arbeit-alleinerziehende.de","http://gute-arbeit-alleinerziehende.de","","Bundesministerium für Arbeit und Soziales","","No","dotgov","No","No","No","","","","","","No"
"hartziv.de","hartziv.de","http://hartziv.de","","Bundesministerium für Arbeit und Soziales","","Yes","dotgov","No","No","No","","","","","","No"
"hinzuverdienstrechner.de","hinzuverdienstrechner.de","http://hinzuverdienstrechner.de","","Bundesministerium für Arbeit und Soziales","","Yes","dotgov","No","No","No","","","","","","No"
"ida.de","ida.de","http://ida.de","","Bundesministerium für Arbeit und Soziales","","Yes","dotgov","No","No","No","","","","","","No"
"ifado.de","ifado.de","https://www.ifado.de","","Leibniz-Institut für Arbeitsforschung an der TU Dortmund","","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"infrastrukturministerium.de","infrastrukturministerium.de","http://infrastrukturministerium.de","","Bundesministerium für Verkehr und digitale Infrastruktur","","No","dotgov","No","No","No","","","","","","No"
"initiative-neue-qualitaet-der-arbeit.de","initiative-neue-qualitaet-der-arbeit.de","http://initiative-neue-qualitaet-der-arbeit.de","","Bundesministerium für Arbeit und Soziales","","Yes","dotgov","No","No","No","","","","","","No"
"inklusionslandkarte.de","inklusionslandkarte.de","https://www.inklusionslandkarte.de","","Bundesministerium für Arbeit und Soziales","","No","dotgov","No","Yes","No","","","","","","No"
"innerersicherheitsfonds.de","innerersicherheitsfonds.de","https://www.innerersicherheitsfonds.de","","Bundeskriminalamt","","No","dotgov","No","Yes","No","","","","","","No"
"inqa-ddn.de","inqa-ddn.de","http://inqa-ddn.de","","Bundesministerium für Arbeit und Soziales","","Yes","dotgov","No","No","No","","","","","","No"
"inqa-demografie.de","inqa-demografie.de","http://inqa-demografie.de","","Bundesministerium für Arbeit und Soziales","","Yes","dotgov","No","No","No","","","","","","No"
"inqa-demographie-netzwerk.de","inqa-demographie-netzwerk.de","http://inqa-demographie-netzwerk.de","","Bundesministerium für Arbeit und Soziales","","Yes","dotgov","No","No","No","","","","","","No"
"inqa-demographie.de","inqa-demographie.de","http://inqa-demographie.de","","Bundesministerium für Arbeit und Soziales","","Yes","dotgov","No","No","No","","","","","","No"
"inqa-epoxibewertung.de","inqa-epoxibewertung.de","http://inqa-epoxibewertung.de","","Bundesministerium für Arbeit und Soziales","","Yes","dotgov","No","No","No","","","","","","No"
"inqa-kmu.de","inqa-kmu.de","http://inqa-kmu.de","","Bundesministerium für Arbeit und Soziales","","Yes","dotgov","No","No","No","","","","","","No"
"inqa-mittelstand.de","inqa-mittelstand.de","http://inqa-mittelstand.de","","Bundesministerium für Arbeit und Soziales","","Yes","dotgov","No","No","No","","","","","","No"
"inqa-pflege.de","inqa-pflege.de","http://inqa-pflege.de","","Bundesministerium für Arbeit und Soziales","","Yes","dotgov","No","No","No","","","","","","No"
"inqa-produktion.de","inqa-produktion.de","http://inqa-produktion.de","","Bundesministerium für Arbeit und Soziales","","Yes","dotgov","No","No","No","","","","","","No"
"inqa-stress.de","inqa-stress.de","http://inqa-stress.de","","Bundesministerium für Arbeit und Soziales","","Yes","dotgov","No","No","No","","","","","","No"
"inqa.de","inqa.de","https://www.inqa.de","","Bundesministerium für Arbeit und Soziales","","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"integration-in-deutschland.de","integration-in-deutschland.de","http://integration-in-deutschland.de","","Bundesamt für Migration und Flüchtlinge","","Yes","dotgov","No","No","No","","","","","","No"
"internetenquete.de","internetenquete.de","http://internetenquete.de","","Bundestag","","Yes","dotgov","No","No","No","","","","","","No"
"isyfact-standards.de","isyfact-standards.de","http://isyfact-standards.de","","Bundesverwaltungsamt","","Yes","dotgov","No","No","No","","","","","","No"
"isyfact.de","isyfact.de","http://isyfact.de","","Bundesverwaltungsamt","","Yes","dotgov","No","No","No","","","","","","No"
"itzbund.de","itzbund.de","https://www.itzbund.de","","Informationstechnikzentrum Bund","","No","dotgov","No","No","No","","","","","","No"
"iud.bundeswehr.de","iud.bundeswehr.de","http://iud.bundeswehr.de","","Bundesamt für Infrastruktur, Umweltschutz und Dienstleistungen der Bundeswehr","","No","dotgov","No","No","No","","","","","","No"
"jakob-kaiser-haus.de","jakob-kaiser-haus.de","http://jakob-kaiser-haus.de","","Bundestag","","Yes","dotgov","No","No","No","","","","","","No"
"jobcenterreform.de","jobcenterreform.de","http://jobcenterreform.de","","Bundesministerium für Arbeit und Soziales","","Yes","dotgov","No","No","No","","","","","","No"
"jobcenterservice.de","jobcenterservice.de","http://jobcenterservice.de","","Bundesministerium für Arbeit und Soziales","","Yes","dotgov","No","No","No","","","","","","No"
"jobsohnebarrieren.de","jobsohnebarrieren.de","http://jobsohnebarrieren.de","","Bundesministerium für Arbeit und Soziales","","Yes","dotgov","No","No","No","","","","","","No"
"julius-kuehn.de","julius-kuehn.de","https://www.julius-kuehn.de","","Julius-Kühn Institut, Bundesforschungsinstitut für Kulturpflanzen","","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"kba.de","kba.de","https://www.kba.de","","Kraftfahrt-Bundesamt","","No","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
