"Domain","Base Domain","URL","Branch","Agency","State","Redirect","Sources","Compliant with M-15-13 and BOD 18-01","Enforces HTTPS","Strict Transport Security (HSTS)","Free of RC4/3DES and SSLv2/SSLv3","3DES","RC4","SSLv2","SSLv3","Preloaded"
"kbst.bund.de","kbst.bund.de","http://kbst.bund.de","","Der Beauftragte der Bundesregierung für Informationstechnik","","No","dotgov","No","No","No","","","","","","No"
"kfw-foerderbank.de","kfw-foerderbank.de","http://kfw-foerderbank.de","","KfW-Kommunalbank","","Yes","dotgov","No","No","No","","","","","","No"
"kfw.de","kfw.de","https://www.kfw.de","","Kreditanstalt für Wiederaufbau Bankengruppe","","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"kinderkommission.de","kinderkommission.de","http://kinderkommission.de","","Bundestag","","Yes","dotgov","No","No","No","","","","","","No"
"kkr.bund.de","kkr.bund.de","https://www.kkr.bund.de","","Kompetenzzentrum für das Kassen- und Rechnungswesen des Bundes","","No","dotgov","No","No","No","","","","","","No"
"klimadaten.eu","klimadaten.eu","https://www.klimadaten.eu","","Deutscher Wetterdienst","","Yes","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"klimadeutschland.de","klimadeutschland.de","https://www.klimadeutschland.de","","Deutscher Wetterdienst","","Yes","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"klimamonitoring.de","klimamonitoring.de","https://www.klimamonitoring.de","","Deutscher Wetterdienst","","Yes","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"klimaservices.de","klimaservices.de","http://www.klimaservices.de","","Deutscher Wetterdienst","","Yes","dotgov","No","No","No","","","","","","No"
"klimaueberwachung.de","klimaueberwachung.de","https://www.klimaueberwachung.de","","Deutscher Wetterdienst","","Yes","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"kliwas.de","kliwas.de","https://www.kliwas.de","","Deutscher Wetterdienst","","No","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"kommando.streitkraeftebasis.de","kommando.streitkraeftebasis.de","http://www.kommando.streitkraeftebasis.de","","Amt für den Militärischen Abschirmdienst","","No","dotgov","No","No","No","","","","","","No"
"kulturstaatsminister.de","kulturstaatsminister.de","http://kulturstaatsminister.de","","Die Beauftragte der Bundesregierung für Kultur und Medien","","Yes","dotgov","No","No","No","","","","","","No"
"kunst-im-bundestag.de","kunst-im-bundestag.de","http://kunst-im-bundestag.de","","Bundestag","","Yes","dotgov","No","No","No","","","","","","No"
"kuppel-kucker.de","kuppel-kucker.de","http://www.kuppel-kucker.de","","Bundestag","","Yes","dotgov","No","No","No","","","","","","No"
"kuppel-kucker.info","kuppel-kucker.info","http://kuppel-kucker.info","","Bundestag","","Yes","dotgov","No","No","No","","","","","","No"
"lba.de","lba.de","https://www.lba.de","","Luftfahrt-Bundesamt","","No","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"lebenslagen-in-deutschland.de","lebenslagen-in-deutschland.de","http://lebenslagen-in-deutschland.de","","Bundesministerium für Arbeit und Soziales","","Yes","dotgov","No","No","No","","","","","","No"
"leitfadeninklusion.de","leitfadeninklusion.de","http://leitfadeninklusion.de","","Bundesministerium für Arbeit und Soziales","","Yes","dotgov","No","No","No","","","","","","No"
"lernplattform.bund.de","lernplattform.bund.de","https://lernplattform.bund.de","","Hochschule des Bundes für öffentliche Verwaltung","","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"liag-hannover.de","liag-hannover.de","https://liag-hannover.de","","Leibniz-Institut für Angewandte Geophysik","","Yes","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"luftwaffe.de","luftwaffe.de","http://www.luftwaffe.de","","Kommando Luftwaffe","","No","dotgov","No","No","No","","","","","","No"
"m.budget.bmas.de","m.budget.bmas.de","http://m.budget.bmas.de","","Bundesministerium für Arbeit und Soziales","","No","dotgov","No","No","No","","","","","","No"
"m.einfachteilhaben.de","m.einfachteilhaben.de","http://m.einfachteilhaben.de","","Bundesministerium für Arbeit und Soziales","","Yes","dotgov","No","No","No","","","","","","No"
"mad.bundeswehr.de","mad.bundeswehr.de","http://mad.bundeswehr.de","","Amt für den Militärischen Abschirmdienst","","No","dotgov","No","No","No","","","","","","No"
"marie-elisabeth-lueders-haus.de","marie-elisabeth-lueders-haus.de","http://marie-elisabeth-lueders-haus.de","","Bundestag","","Yes","dotgov","No","No","No","","","","","","No"
"mauer-mahnmal.de","mauer-mahnmal.de","http://mauer-mahnmal.de","","Bundestag","","Yes","dotgov","No","No","No","","","","","","No"
"medizinwetter.eu","medizinwetter.eu","https://www.medizinwetter.eu","","Deutscher Wetterdienst","","Yes","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"mein-microkredit.com","mein-microkredit.com","http://mein-microkredit.com","","Bundesministerium für Arbeit und Soziales","","Yes","dotgov","No","No","No","","","","","","No"
"mein-microkredit.eu","mein-microkredit.eu","http://mein-microkredit.eu","","Bundesministerium für Arbeit und Soziales","","Yes","dotgov","No","No","No","","","","","","No"
"mein-mikrokredit.com","mein-mikrokredit.com","http://mein-mikrokredit.com","","Bundesministerium für Arbeit und Soziales","","Yes","dotgov","No","No","No","","","","","","No"
"mein-mikrokredit.eu","mein-mikrokredit.eu","http://mein-mikrokredit.eu","","Bundesministerium für Arbeit und Soziales","","Yes","dotgov","No","No","No","","","","","","No"
"mein-mikrokredit.org","mein-mikrokredit.org","http://mein-mikrokredit.org","","Bundesministerium für Arbeit und Soziales","","Yes","dotgov","No","No","No","","","","","","No"
"meincomeback.de","meincomeback.de","https://meincomeback.de","","Bundesministerium für Arbeit und Soziales","","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"meinmicrokredit.de","meinmicrokredit.de","https://meinmicrokredit.de","","Bundesministerium für Arbeit und Soziales","","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"meinmikrokredit.de","meinmikrokredit.de","http://meinmikrokredit.de","","Bundesministerium für Arbeit und Soziales","","No","dotgov","No","No","No","","","","","","No"
"meteoalarm.de","meteoalarm.de","http://meteoalarm.de","","Deutscher Wetterdienst","","No","dotgov","No","No","No","","","","","","No"
"mindestlohn-wirkt.de","mindestlohn-wirkt.de","http://mindestlohn-wirkt.de","","Bundesministerium für Arbeit und Soziales","","Yes","dotgov","No","No","No","","","","","","No"
"ministere-federal-des-finances.de","ministere-federal-des-finances.de","http://ministere-federal-des-finances.de","","Bundesministerium der Finanzen","","Yes","dotgov","No","No","No","","","","","","No"
"mks-dialog.de","mks-dialog.de","http://www.mks-dialog.de","","Bundesministerium für Verkehr und digitale Infrastruktur","","No","dotgov","No","No","No","","","","","","No"
"mo-ro.net","mo-ro.net","http://mo-ro.net","","Bundesministerium für Verkehr und digitale Infrastruktur","","No","dotgov","No","No","No","","","","","","No"
"mo-ro.org","mo-ro.org","http://mo-ro.org","","Bundesministerium für Verkehr und digitale Infrastruktur","","No","dotgov","No","No","No","","","","","","No"
"mobil.budget.bmas.de","mobil.budget.bmas.de","http://mobil.budget.bmas.de","","Bundesministerium für Arbeit und Soziales","","No","dotgov","No","No","No","","","","","","No"
"mobil.einfachteilhaben.de","mobil.einfachteilhaben.de","http://mobil.einfachteilhaben.de","","Bundesministerium für Arbeit und Soziales","","Yes","dotgov","No","No","No","","","","","","No"
"mri.bund.de","mri.bund.de","https://www.mri.bund.de","","Max Rubner-Institut, Bundesforschungsinstitut für Ernährung und Lebensmittel","","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"naturgefahrenforschung.de","naturgefahrenforschung.de","https://www.naturgefahrenforschung.de","","Deutscher Wetterdienst","","Yes","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"netzallianz-digitales-deutschland.de","netzallianz-digitales-deutschland.de","http://netzallianz-digitales-deutschland.de","","Bundesministerium für Verkehr und digitale Infrastruktur","","No","dotgov","No","No","No","","","","","","No"
"netzallianzdeutschland.de","netzallianzdeutschland.de","http://netzallianzdeutschland.de","","Bundesministerium für Verkehr und digitale Infrastruktur","","No","dotgov","No","No","No","","","","","","No"
"neue-qualitaet-der-arbeit.de","neue-qualitaet-der-arbeit.de","http://neue-qualitaet-der-arbeit.de","","Bundesministerium für Arbeit und Soziales","","Yes","dotgov","No","No","No","","","","","","No"
"neuekulturderarbeit.de","neuekulturderarbeit.de","http://neuekulturderarbeit.de","","Bundesministerium für Arbeit und Soziales","","Yes","dotgov","No","No","No","","","","","","No"
"oberpruefungsamt.de","oberpruefungsamt.de","http://oberpruefungsamt.de","","Bundesministerium für Verkehr und digitale Infrastruktur","","No","dotgov","No","No","No","","","","","","No"
"ombudsrat.de","ombudsrat.de","http://ombudsrat.de","","Bundesministerium für Arbeit und Soziales","","No","dotgov","No","No","No","","","","","","No"
"orchesterversorgung.de","orchesterversorgung.de","http://www.orchesterversorgung.de","","Versorgungsanstalt der deutschen Kulturorchester","","No","dotgov","No","No","No","","","","","","No"
"orghandbuch.de","orghandbuch.de","https://www.orghandbuch.de","","Bundesverwaltungsamt","","No","dotgov","No","Yes","No","","","","","","No"
"oss.bund.de","oss.bund.de","http://oss.bund.de","","Sozialwerk der Inneren Verwaltung des Bundes e.V.","","No","dotgov","No","No","No","","","","","","No"
"ostseeparlamentarierkonferenz.de","ostseeparlamentarierkonferenz.de","http://www.ostseeparlamentarierkonferenz.de","","Bundestag","","Yes","dotgov","No","No","No","","","","","","No"
"ostseeparlamentarierkonferenz2007.de","ostseeparlamentarierkonferenz2007.de","http://www.ostseeparlamentarierkonferenz2007.de","","Bundestag","","Yes","dotgov","No","No","No","","","","","","No"
"parlamentsfernsehen.de","parlamentsfernsehen.de","http://parlamentsfernsehen.de","","Bundestag","","Yes","dotgov","No","No","No","","","","","","No"
"paul-loebe-haus.de","paul-loebe-haus.de","http://paul-loebe-haus.de","","Bundestag","","Yes","dotgov","No","No","No","","","","","","No"
"pcmet.com","pcmet.com","https://www.pcmet.com","","Deutscher Wetterdienst","","No","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"pcmet.de","pcmet.de","https://www.pcmet.de","","Deutscher Wetterdienst","","No","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"pei.de","pei.de","https://www.pei.de","","Paul Ehrlich Institut Bundesinstitut für Impfstoffe und biomedizinische Arzneimittel","","No","dotgov","No","Yes","No","","","","","","No"
"personal.bundeswehr.de","personal.bundeswehr.de","http://www.personal.bundeswehr.de","","Bundesamt für das Personalmanagement der Bundeswehr","","No","dotgov","No","No","No","","","","","","No"
"personalausweisportal.de","personalausweisportal.de","https://www.personalausweisportal.de","","Bundesverwaltungsamt","","No","dotgov","No","Yes","No","","","","","","No"
"personenstandsrecht.de","personenstandsrecht.de","https://www.personenstandsrecht.de","","Bundesministerium des Innern","","No","dotgov","No","Yes","No","","","","","","No"
"polizei-deutschland.de","polizei-deutschland.de","http://polizei-deutschland.de","","Bundeskriminalamt","","Yes","dotgov","No","No","No","","","","","","No"
"polizei-deutschland.eu","polizei-deutschland.eu","http://polizei-deutschland.eu","","Bundeskriminalamt","","Yes","dotgov","No","No","No","","","","","","No"
"polizei-info.de","polizei-info.de","http://polizei-info.de","","Bundeskriminalamt","","Yes","dotgov","No","No","No","","","","","","No"
"polizei.de","polizei.de","https://www.polizei.de","","Bundeskriminalamt","","No","dotgov","No","Yes","No","","","","","","No"
"pollenflugvorhersage.eu","pollenflugvorhersage.eu","https://www.pollenflugvorhersage.eu","","Deutscher Wetterdienst","","Yes","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"projekt-persoenliches-budget.de","projekt-persoenliches-budget.de","http://projekt-persoenliches-budget.de","","Bundesministerium für Arbeit und Soziales","","No","dotgov","No","No","No","Yes","No","No","No","No","No"
"psyga-check.de","psyga-check.de","http://psyga-check.de","","Bundesministerium für Arbeit und Soziales","","Yes","dotgov","No","No","No","","","","","","No"
"ptb.de","ptb.de","http://www.ptb.de","","Physikalisch-Technische Bundesanstalt","","No","dotgov","No","No","No","No","Yes","No","No","No","No"
"punktereform.de","punktereform.de","http://punktereform.de","","Bundesministerium für Verkehr und digitale Infrastruktur","","No","dotgov","No","No","No","","","","","","No"
"radwegdeutscheeinheit.de","radwegdeutscheeinheit.de","http://radwegdeutscheeinheit.de","","Bundesministerium für Verkehr und digitale Infrastruktur","","No","dotgov","No","No","No","","","","","","No"
"rccra6.org","rccra6.org","https://www.rccra6.org","","Deutscher Wetterdienst","","Yes","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"registerfactory.de","registerfactory.de","http://registerfactory.de","","Bundesverwaltungsamt","","Yes","dotgov","No","No","No","","","","","","No"
"reichstag.eu","reichstag.eu","http://reichstag.eu","","Bundestag","","Yes","dotgov","No","No","No","","","","","","No"
"reichstagsgebaeude.de","reichstagsgebaeude.de","http://reichstagsgebaeude.de","","Bundestag","","Yes","dotgov","No","No","No","","","","","","No"
"reichstagsgebaeude.eu","reichstagsgebaeude.eu","http://reichstagsgebaeude.eu","","Bundestag","","Yes","dotgov","No","No","No","","","","","","No"
"rentenpaket.de","rentenpaket.de","http://rentenpaket.de","","Bundesministerium für Arbeit und Soziales","","Yes","dotgov","No","No","No","","","","","","No"
"rki.de","rki.de","https://www.rki.de","","Robert Koch-Institut","","No","dotgov","No","Yes","No","","","","","","No"
"seewis.de","seewis.de","https://www.seewis.de","","Deutscher Wetterdienst","","Yes","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"segelflugwetter.de","segelflugwetter.de","https://www.segelflugwetter.de","","Deutscher Wetterdienst","","Yes","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"segelflugwetter.eu","segelflugwetter.eu","https://www.segelflugwetter.eu","","Deutscher Wetterdienst","","Yes","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"selberhandeln.de","selberhandeln.de","http://selberhandeln.de","","Bundesministerium für Arbeit und Soziales","","No","dotgov","No","No","No","","","","","","No"
"sgb2-kennzahlen.de","sgb2-kennzahlen.de","http://sgb2-kennzahlen.de","","Bundesministerium für Arbeit und Soziales","","Yes","dotgov","No","No","No","","","","","","No"
"sgb2-reform.de","sgb2-reform.de","http://sgb2-reform.de","","Bundesministerium für Arbeit und Soziales","","Yes","dotgov","No","No","No","","","","","","No"
"sgb2.com","sgb2.com","http://sgb2.com","","Bundesministerium für Arbeit und Soziales","","Yes","dotgov","No","No","No","","","","","","No"
"sgb2.eu","sgb2.eu","http://sgb2.eu","","Bundesministerium für Arbeit und Soziales","","Yes","dotgov","No","No","No","","","","","","No"
"sgb2.info","sgb2.info","https://www.sgb2.info","","Bundesministerium für Arbeit und Soziales","","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"sgb2.net","sgb2.net","http://sgb2.net","","Bundesministerium für Arbeit und Soziales","","Yes","dotgov","No","No","No","","","","","","No"
"sgb2.org","sgb2.org","http://sgb2.org","","Bundesministerium für Arbeit und Soziales","","Yes","dotgov","No","No","No","","","","","","No"
"sgbii-kennzahlen.de","sgbii-kennzahlen.de","http://sgbii-kennzahlen.de","","Bundesministerium für Arbeit und Soziales","","Yes","dotgov","No","No","No","","","","","","No"
"sgbii.com","sgbii.com","http://sgbii.com","","Bundesministerium für Arbeit und Soziales","","Yes","dotgov","No","No","No","","","","","","No"
"sgbii.eu","sgbii.eu","http://sgbii.eu","","Bundesministerium für Arbeit und Soziales","","Yes","dotgov","No","No","No","","","","","","No"
"sgbii.net","sgbii.net","http://sgbii.net","","Bundesministerium für Arbeit und Soziales","","Yes","dotgov","No","No","No","","","","","","No"
"sgbzwei.com","sgbzwei.com","http://sgbzwei.com","","Bundesministerium für Arbeit und Soziales","","Yes","dotgov","No","No","No","","","","","","No"
"sgbzwei.de","sgbzwei.de","http://sgbzwei.de","","Bundesministerium für Arbeit und Soziales","","Yes","dotgov","No","No","No","","","","","","No"
"sgbzwei.eu","sgbzwei.eu","http://sgbzwei.eu","","Bundesministerium für Arbeit und Soziales","","Yes","dotgov","No","No","No","","","","","","No"
"sgbzwei.info","sgbzwei.info","http://sgbzwei.info","","Bundesministerium für Arbeit und Soziales","","Yes","dotgov","No","No","No","","","","","","No"
"sgbzwei.net","sgbzwei.net","http://sgbzwei.net","","Bundesministerium für Arbeit und Soziales","","Yes","dotgov","No","No","No","","","","","","No"
"sgbzwei.org","sgbzwei.org","http://sgbzwei.org","","Bundesministerium für Arbeit und Soziales","","Yes","dotgov","No","No","No","","","","","","No"
"so-klingt-europa.de","so-klingt-europa.de","https://www.so-klingt-europa.de","","Bundesministerium der Finanzen","","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"sozialbeirat.de","sozialbeirat.de","https://sozialbeirat.de","","Bundesministerium für Arbeit und Soziales","","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"soziale-entschaedigung.de","soziale-entschaedigung.de","http://soziale-entschaedigung.de","","Bundesministerium für Arbeit und Soziales","","Yes","dotgov","No","No","No","","","","","","No"
"sozialversicherungswahlen.de","sozialversicherungswahlen.de","http://sozialversicherungswahlen.de","","Bundesministerium für Arbeit und Soziales","","Yes","dotgov","No","No","No","","","","","","No"
"sozialwerk.bund.de","sozialwerk.bund.de","http://www.sozialwerk.bund.de","","Sozialwerk der Inneren Verwaltung des Bundes e.V.","","No","dotgov","No","No","No","","","","","","No"
"stabile-finanzmaerkte.de","stabile-finanzmaerkte.de","http://stabile-finanzmaerkte.de","","Bundesministerium der Finanzen","","Yes","dotgov","No","No","No","","","","","","No"
"stabile-haushalte.de","stabile-haushalte.de","http://stabile-haushalte.de","","Bundesministerium der Finanzen","","Yes","dotgov","No","No","No","","","","","","No"
"stabiler-euro.de","stabiler-euro.de","http://stabiler-euro.de","","Bundesministerium der Finanzen","","Yes","dotgov","No","No","No","","","","","","No"
"technisches-referendariat.de","technisches-referendariat.de","http://technisches-referendariat.de","","Bundesministerium für Verkehr und digitale Infrastruktur","","No","dotgov","No","No","No","","","","","","No"
"teilzeit-info.de","teilzeit-info.de","http://teilzeit-info.de","","Bundesministerium für Arbeit und Soziales","","Yes","dotgov","No","No","No","","","","","","No"
"testa-de.net","testa-de.net","http://testa-de.net","","Bundesverwaltungsamt","","No","dotgov","No","No","No","","","","","","No"
"the-unseen.org","the-unseen.org","http://www.the-unseen.org","","Bundesministerium für Arbeit und Soziales","","Yes","dotgov","No","No","No","","","","","","No"
"thuenen.de","thuenen.de","https://www.thuenen.de","","Johann Heinrich von Thünen-Institut, Bundesforschungsinstitut für Ländliche Räume, Wald und Fischerei","","No","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"thw.de","thw.de","https://www.thw.de","","Bundesanstalt Technisches Hilfswerk","","No","dotgov","No","Yes","No","","","","","","No"
"tln-mobility.eu","tln-mobility.eu","http://tln-mobility.eu","","Bundesministerium für Arbeit und Soziales","","Yes","dotgov","No","No","No","","","","","","No"
"trivis.de","trivis.de","http://trivis.de","","Deutscher Wetterdienst","","No","dotgov","No","No","No","","","","","","No"
"umweltbundesamt.de","umweltbundesamt.de","https://www.umweltbundesamt.de","","Umweltbundesamt","","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"unsere-rente.com","unsere-rente.com","http://unsere-rente.com","","Bundesministerium für Arbeit und Soziales","","Yes","dotgov","No","No","No","","","","","","No"
"unsere-rente.info","unsere-rente.info","http://unsere-rente.info","","Bundesministerium für Arbeit und Soziales","","Yes","dotgov","No","No","No","","","","","","No"
"unternehmens-wert-mensch.de","unternehmens-wert-mensch.de","https://www.unternehmens-wert-mensch.de","","Bundesministerium für Arbeit und Soziales","","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"uv-index.de","uv-index.de","https://www.uv-index.de","","Deutscher Wetterdienst","","Yes","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"uv-index.eu","uv-index.eu","https://www.uv-index.eu","","Deutscher Wetterdienst","","No","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"v-modell-xt.de","v-modell-xt.de","http://www.v-modell-xt.de","","Bundesverwaltungsamt","","Yes","dotgov","No","No","No","","","","","","No"
"vbl.de","vbl.de","https://www.vbl.de","","Versorgungsanstalt des Bundes und der Länder","","No","dotgov","No","Yes","Yes","No","Yes","No","No","No","No"
"verfassungsschutz.de","verfassungsschutz.de","https://www.verfassungsschutz.de","","Bundesamt für Verfassungsschutz","","No","dotgov","No","Yes","Yes","No","Yes","No","No","No","No"
"verkehrsminister.de","verkehrsminister.de","http://verkehrsminister.de","","Bundesministerium für Verkehr und digitale Infrastruktur","","No","dotgov","No","No","No","","","","","","No"
"verkehrsministerium.de","verkehrsministerium.de","http://verkehrsministerium.de","","Bundesministerium für Verkehr und digitale Infrastruktur","","No","dotgov","No","No","No","","","","","","No"
"vertreterdesbundesinteresses.de","vertreterdesbundesinteresses.de","http://vertreterdesbundesinteresses.de","","Vertreter des Bundesinteresses beim Bundesverwaltungsgericht","","Yes","dotgov","No","No","No","","","","","","No"
"verwaltungsmodernisierung.de","verwaltungsmodernisierung.de","http://verwaltungsmodernisierung.de","","Bundesverwaltungsamt","","Yes","dotgov","No","No","No","","","","","","No"
"vier-punkt-null.de","vier-punkt-null.de","https://vier-punkt-null.de","","Bundesministerium für Arbeit und Soziales","","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"w3-indikatoren.de","w3-indikatoren.de","http://w3-indikatoren.de","","Bundestag","","Yes","dotgov","No","No","No","","","","","","No"
"w3-wohlstandsindikatoren.de","w3-wohlstandsindikatoren.de","http://www.w3-wohlstandsindikatoren.de","","Bundestag","","No","dotgov","No","No","No","","","","","","No"
"was-ist-gute-arbeit.de","was-ist-gute-arbeit.de","http://was-ist-gute-arbeit.de","","Bundesministerium für Arbeit und Soziales","","Yes","dotgov","No","No","No","","","","","","No"
"wdrei-indikatoren.de","wdrei-indikatoren.de","http://wdrei-indikatoren.de","","Bundestag","","Yes","dotgov","No","No","No","","","","","","No"
"wdrei-wohlstandsindikatoren.de","wdrei-wohlstandsindikatoren.de","http://wdrei-wohlstandsindikatoren.de","","Bundestag","","Yes","dotgov","No","No","No","","","","","","No"
"we-are-open.info","we-are-open.info","http://www.we-are-open.info","","Bundesministerium für Arbeit und Soziales","","No","dotgov","No","No","No","","","","","","No"
"wehrbeauftragter.de","wehrbeauftragter.de","http://wehrbeauftragter.de","","Bundestag","","Yes","dotgov","No","No","No","","","","","","No"
"wettergefahren.de","wettergefahren.de","http://wettergefahren.de","","Deutscher Wetterdienst","","No","dotgov","No","No","No","Yes","No","No","No","No","No"
"wettergefahren.eu","wettergefahren.eu","http://wettergefahren.eu","","Deutscher Wetterdienst","","No","dotgov","No","No","No","","","","","","No"
"wetterlexikon.eu","wetterlexikon.eu","https://www.wetterlexikon.eu","","Deutscher Wetterdienst","","Yes","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"wetterwarnungen.eu","wetterwarnungen.eu","https://www.wetterwarnungen.eu","","Deutscher Wetterdienst","","Yes","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"whochdrei-indikatoren.de","whochdrei-indikatoren.de","http://whochdrei-indikatoren.de","","Bundestag","","Yes","dotgov","No","No","No","","","","","","No"
"whochdrei-wohlstandsindikatoren.de","whochdrei-wohlstandsindikatoren.de","http://whochdrei-wohlstandsindikatoren.de","","Bundestag","","Yes","dotgov","No","No","No","","","","","","No"
"wsv.de","wsv.de","http://wsv.de","","Generaldirektion Wasserstraßen und Schifffahrt","","No","dotgov","No","No","Yes","Yes","No","No","No","No","No"
"wwis.dwd.de","wwis.dwd.de","https://www.wwis.dwd.de","","Deutscher Wetterdienst","","No","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"x500.bund.de","x500.bund.de","http://x500.bund.de","","Bundesamt für Sicherheit in der Informationstechnik","","No","dotgov","No","No","No","","","","","","No"
"xn--beschftigtebeteiligen-91b.de","xn--beschftigtebeteiligen-91b.de","http://xn--beschftigtebeteiligen-91b.de","","Bundesministerium für Arbeit und Soziales","","Yes","dotgov","No","No","No","","","","","","No"
"xn--fachkrfteoffensive-qtb.de","xn--fachkrfteoffensive-qtb.de","http://xn--fachkrfteoffensive-qtb.de","","Bundesministerium für Arbeit und Soziales","","Yes","dotgov","No","No","No","","","","","","No"
"xn--io-warnemnde-llb.de","xn--io-warnemnde-llb.de","http://www.xn--io-warnemnde-llb.de","","Leibniz-Institut für Ostseeforschung Warnemünde","","Yes","dotgov","No","No","No","","","","","","No"
"yes-we-are-open.info","yes-we-are-open.info","http://www.yes-we-are-open.info","","Bundesministerium für Arbeit und Soziales","","No","dotgov","No","No","No","Yes","No","No","No","No","No"
"zehnte-ddr-volkskammer.de","zehnte-ddr-volkskammer.de","http://zehnte-ddr-volkskammer.de","","Bundestag","","Yes","dotgov","No","No","No","","","","","","No"
"zielvereinbarungsregister.de","zielvereinbarungsregister.de","http://zielvereinbarungsregister.de","","Bundesministerium für Arbeit und Soziales","","Yes","dotgov","No","No","No","","","","","","No"
"zivildienst.de","zivildienst.de","http://zivildienst.de","","Bundesamt für Familie und zivilgesellschaftliche Aufgaben","","No","dotgov","No","No","No","","","","","","No"
"zoll.de","zoll.de","https://www.zoll.de","","Bundesministerium der Finanzen","","No","dotgov","No","Yes","No","","","","","","No"
"zukunftbreitband.de","zukunftbreitband.de","http://www.zukunftbreitband.de","","Bundesministerium für Verkehr und digitale Infrastruktur","","Yes","dotgov","No","No","No","","","","","","No"
"zuwes.de","zuwes.de","https://zuwes.de","","Bundesverwaltungsamt","","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
