"Domain","Base Domain","URL","Branch","Agency","State","Redirect","Sources","Compliant with M-15-13 and BOD 18-01","Enforces HTTPS","Strict Transport Security (HSTS)","Free of RC4/3DES and SSLv2/SSLv3","3DES","RC4","SSLv2","SSLv3","Preloaded"
"neulussheim.de","neulussheim.de","https://www.neulussheim.de","","Neulußheim","BW","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"neumagen-dhron.de","neumagen-dhron.de","http://neumagen-dhron.de","","Neumagen-Dhron","RP","No","dotgov","No","No","No","","","","","","No"
"neumark-vogtland.de","neumark-vogtland.de","https://neumark-vogtland.de","","Neumark","SN","No","dotgov","No","Yes","No","No","Yes","Yes","No","Yes","No"
"neumarkt-sankt-veit.de","neumarkt-sankt-veit.de","https://www.neumarkt-sankt-veit.de","","Neumarkt-Sankt Veit","BY","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"neumarkt.de","neumarkt.de","http://www.neumarkt.de","","Neumarkt in der Oberpfalz","BY","No","dotgov","No","No","No","No","Yes","Yes","No","No","No"
"neumuehle-elster.de","neumuehle-elster.de","http://neumuehle-elster.de","","Neumühle/Elster","TH","No","dotgov","No","No","No","","","","","","No"
"neumuenster.de","neumuenster.de","http://www.neumuenster.de","","Neumünster","SH","No","dotgov","No","No","No","","","","","","No"
"neunburgvormwald.de","neunburgvormwald.de","https://www.neunburgvormwald.de","","Neunburg vorm Wald","BY","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"neundorf-schleiz.eu","neundorf-schleiz.eu","http://neundorf-schleiz.eu","","Neundorf","TH","No","dotgov","No","No","No","","","","","","No"
"neunkhausen.de","neunkhausen.de","http://neunkhausen.de","","Neunkhausen","RP","No","dotgov","No","No","No","","","","","","No"
"neunkirchen-am-brand.de","neunkirchen-am-brand.de","http://neunkirchen-am-brand.de","","Neunkirchen am Brand","BY","No","dotgov","No","No","No","","","","","","No"
"neunkirchen-am-potzberg.de","neunkirchen-am-potzberg.de","https://www.neunkirchen-am-potzberg.de","","Neunkirchen am Potzberg","RP","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"neunkirchen-am-sand.de","neunkirchen-am-sand.de","https://www.neunkirchen-am-sand.de","","Neunkirchen am Sand","BY","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"neunkirchen-baden.de","neunkirchen-baden.de","https://www.neunkirchen-baden.de","","Neunkirchen","BW","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"neunkirchen-seelscheid.de","neunkirchen-seelscheid.de","http://neunkirchen-seelscheid.de","","Neunkirchen-Seelscheid","NW","Yes","dotgov","No","No","No","","","","","","No"
"neunkirchen-siegerland.de","neunkirchen-siegerland.de","https://www.neunkirchen-siegerland.de","","Neunkirchen","NW","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"neunkirchen-unterfranken.de","neunkirchen-unterfranken.de","https://www.neunkirchen-unterfranken.de","","Neunkirchen","BY","No","dotgov","No","Yes","Yes","No","Yes","No","No","No","No"
"neunkirchen.de","neunkirchen.de","https://www.neunkirchen.de","","Neunkirchen","SL","No","dotgov","No","Yes","No","No","No","No","No","Yes","No"
"neuoetting.de","neuoetting.de","https://neuoetting.de","","Neuötting","BY","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"neupetershain.de","neupetershain.de","https://neupetershain.de","","Neupetershain","BB","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"neupotz.de","neupotz.de","https://www.neupotz.de","","Neupotz","RP","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"neureichenau.de","neureichenau.de","https://www.neureichenau.de","","Neureichenau","BY","No","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"neuried.de","neuried.de","https://www.neuried.de","","Neuried","BY","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"neuried.net","neuried.net","https://www.neuried.net","","Neuried","BW","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"neuruppin.de","neuruppin.de","https://www.neuruppin.de","","Neuruppin","BB","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"neusaess.de","neusaess.de","https://www.neusaess.de","","Neusäß","BY","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"neusalza-spremberg.de","neusalza-spremberg.de","https://neusalza-spremberg.de","","Neusalza-Spremberg","SN","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"neuschoenau.de","neuschoenau.de","https://www.neuschoenau.de","","Neuschönau","BY","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"neusitz.de","neusitz.de","http://www.neusitz.de","","Neusitz","BY","No","dotgov","No","No","No","","","","","","No"
"neusorg.de","neusorg.de","https://www.neusorg.de","","Neusorg","BY","No","dotgov","No","Yes","Yes","No","Yes","No","No","No","No"
"neuss.de","neuss.de","http://www.neuss.de","","Neuss","NW","No","dotgov","No","No","No","No","No","Yes","No","No","No"
"neustadt-a-rbge.de","neustadt-a-rbge.de","https://www.neustadt-a-rbge.de","","Neustadt am Rübenberge","NI","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"neustadt-aisch.de","neustadt-aisch.de","http://neustadt-aisch.de","","Neustadt an der Aisch","BY","No","dotgov","No","No","No","","","","","","No"
"neustadt-am-kulm.de","neustadt-am-kulm.de","https://www.neustadt-am-kulm.de","","Neustadt am Kulm","BY","No","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"neustadt-bei-coburg.de","neustadt-bei-coburg.de","https://neustadt-bei-coburg.de","","Neustadt bei Coburg","BY","No","dotgov","No","No","No","","","","","","No"
"neustadt-donau.de","neustadt-donau.de","http://www.neustadt-donau.de","","Neustadt an der Donau","BY","No","dotgov","No","No","No","","","","","","No"
"neustadt-dosse.de","neustadt-dosse.de","http://www.neustadt-dosse.de","","Stüdenitz-Schönermark","BB","No","dotgov","No","No","No","","","","","","No"
"neustadt-erlach.de","neustadt-erlach.de","https://www.neustadt-erlach.de","","Neustadt am Main","BY","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"neustadt-glewe.de","neustadt-glewe.de","https://www.neustadt-glewe.de","","Neustadt-Glewe","MV","No","dotgov","Yes","Yes","Yes","","","","","","No"
"neustadt-harz.de","neustadt-harz.de","http://neustadt-harz.de","","Neustadt/Harz","TH","No","dotgov","No","No","No","","","","","","No"
"neustadt-sachsen.de","neustadt-sachsen.de","https://neustadt-sachsen.de","","Neustadt i. Sa.","SN","No","dotgov","No","Yes","No","","","","","","No"
"neustadt-vogtland.de","neustadt-vogtland.de","http://neustadt-vogtland.de","","Neustadt/Vogtl.","SN","No","dotgov","No","No","No","","","","","","No"
"neustadt-waldnaab.de","neustadt-waldnaab.de","https://www.neustadt-waldnaab.de","","Neustadt an der Waldnaab","BY","No","dotgov","No","Yes","No","No","Yes","Yes","No","No","No"
"neustadt-wied.com","neustadt-wied.com","http://neustadt-wied.com","","Neustadt (Wied)","RP","Yes","dotgov","No","No","No","","","","","","No"
"neustadt.eu","neustadt.eu","https://neustadt.eu","","Neustadt an der Weinstraße","RP","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"neustadtamrennsteig.de","neustadtamrennsteig.de","http://neustadtamrennsteig.de","","Neustadt am Rennsteig","TH","Yes","dotgov","No","No","No","","","","","","No"
"neustadtanderorla.de","neustadtanderorla.de","https://www.neustadtanderorla.de","","Linda bei Neustadt an der Orla","TH","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"neustetten.de","neustetten.de","https://www.neustetten.de","","Neustetten","BW","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"neustrelitz.de","neustrelitz.de","https://www.neustrelitz.de","","Neustrelitz","MV","No","dotgov","No","No","No","","","","","","No"
"neutraubling.de","neutraubling.de","http://neutraubling.de","","Neutraubling","BY","Yes","dotgov","No","No","No","","","","","","No"
"neutrebbin.de","neutrebbin.de","http://neutrebbin.de","","Neutrebbin","BB","Yes","dotgov","No","No","No","","","","","","No"
"neuweiler.de","neuweiler.de","http://neuweiler.de","","Neuweiler","BW","No","dotgov","No","No","No","No","Yes","No","No","No","No"
"neuwied.de","neuwied.de","https://www.neuwied.de","","Neuwied","RP","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"neuwittenbek.de","neuwittenbek.de","http://neuwittenbek.de","","Neuwittenbek","SH","No","dotgov","No","No","No","","","","","","No"
"neuzelle.de","neuzelle.de","https://neuzelle.de","","Neuzelle","BB","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"neversdorf.de","neversdorf.de","http://www.neversdorf.de","","Neversdorf","SH","No","dotgov","No","No","No","","","","","","No"
"newel.de","newel.de","https://www.newel.de","","Newel","RP","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"nhf.de","nhf.de","https://www.nhf.de","","Neuhof","HE","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"nickenich.de","nickenich.de","http://nickenich.de","","Nickenich","RP","No","dotgov","No","No","No","Yes","No","No","No","No","No"
"nidda.de","nidda.de","https://www.nidda.de","","Nidda","HE","No","dotgov","No","Yes","No","","","","","","No"
"niddatal.de","niddatal.de","https://niddatal.de","","Niddatal","HE","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"nidderau.de","nidderau.de","https://www.nidderau.de","","Nidderau","HE","No","dotgov","No","Yes","Yes","No","Yes","No","No","No","No"
"nideggen.de","nideggen.de","https://nideggen.de","","Nideggen","NW","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"nieblum-online.de","nieblum-online.de","http://www.nieblum-online.de","","Nieblum","SH","No","dotgov","No","No","No","","","","","","No"
"niebuell.de","niebuell.de","https://niebuell.de","","Niebüll","SH","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"nieby.de","nieby.de","https://nieby.de","","Nieby","SH","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"niedenstein.de","niedenstein.de","https://www.niedenstein.de","","Niedenstein","HE","No","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"nieder-hilbersheim.de","nieder-hilbersheim.de","http://nieder-hilbersheim.de","","Nieder-Hilbersheim","RP","No","dotgov","No","No","No","","","","","","No"
"nieder-olm.de","nieder-olm.de","https://www.nieder-olm.de","","Nieder-Olm","RP","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"niederalteich.de","niederalteich.de","https://www.niederalteich.de","","Niederalteich","BY","No","dotgov","No","Yes","No","","","","","","No"
"niederau.info","niederau.info","https://niederau.info","","Niederau","SN","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"niederaula.de","niederaula.de","https://www.niederaula.de","","Niederaula","HE","No","dotgov","No","Yes","Yes","No","Yes","No","No","No","No"
"niederbergkirchen.de","niederbergkirchen.de","http://niederbergkirchen.de","","Niederbergkirchen","BY","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"niederboesa.de","niederboesa.de","http://niederboesa.de","","Niederbösa","TH","No","dotgov","No","No","No","","","","","","No"
"niederburg.de","niederburg.de","https://niederburg.de","","Niederburg","RP","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"niederdorf-erzgebirge.de","niederdorf-erzgebirge.de","https://niederdorf-erzgebirge.de","","Niederdorf","SN","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"niederdorfelden.de","niederdorfelden.de","http://niederdorfelden.de","","Niederdorfelden","HE","No","dotgov","No","No","No","","","","","","No"
"niedere-boerde.de","niedere-boerde.de","http://niedere-boerde.de","","Niedere Börde","ST","No","dotgov","No","No","No","","","","","","No"
"niederelbert.de","niederelbert.de","https://www.niederelbert.de","","Niederelbert","RP","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"niedereschach.de","niedereschach.de","http://niedereschach.de","","Niedereschach","BW","No","dotgov","No","No","No","","","","","","No"
"niederfell.de","niederfell.de","http://www.niederfell.de","","Niederfell","RP","No","dotgov","No","No","No","","","","","","No"
"niederfischbach.de","niederfischbach.de","http://www.niederfischbach.de","","Niederfischbach","RP","No","dotgov","No","No","No","Yes","No","No","No","No","No"
"niederfrohna.de","niederfrohna.de","http://niederfrohna.de","","Niederfrohna","SN","No","dotgov","No","No","No","Yes","No","No","No","No","No"
"niederfuellbach.de","niederfuellbach.de","http://niederfuellbach.de","","Niederfüllbach","BY","Yes","dotgov","No","No","No","","","","","","No"
"niedergoersdorf.de","niedergoersdorf.de","http://niedergoersdorf.de","","Niedergörsdorf","BB","Yes","dotgov","No","No","No","","","","","","No"
"niederhambach.com","niederhambach.com","http://niederhambach.com","","Niederhambach","RP","No","dotgov","No","No","No","","","","","","No"
"niederheimbach.de","niederheimbach.de","http://niederheimbach.de","","Niederheimbach","RP","No","dotgov","No","No","No","","","","","","No"
"niederhofen.de","niederhofen.de","http://niederhofen.de","","Niederhofen","RP","Yes","dotgov","No","No","No","","","","","","No"
"niederhosenbach.de","niederhosenbach.de","http://niederhosenbach.de","","Niederhosenbach","RP","No","dotgov","No","No","No","","","","","","No"
"niederkassel.de","niederkassel.de","https://www.niederkassel.de","","Niederkassel","NW","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"niederkirchen.de","niederkirchen.de","https://niederkirchen.de","","Niederkirchen bei Deidesheim","RP","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"niederkostenz.de","niederkostenz.de","http://www.niederkostenz.de","","Nieder Kostenz","RP","No","dotgov","No","No","No","","","","","","No"
"niederkruechten.de","niederkruechten.de","http://niederkruechten.de","","Niederkrüchten","NW","No","dotgov","No","No","No","","","","","","No"
"niederkumbd.de","niederkumbd.de","http://niederkumbd.de","","Niederkumbd","RP","No","dotgov","No","No","No","","","","","","No"
"niederlangen.de","niederlangen.de","http://niederlangen.de","","Niederlangen","NI","No","dotgov","No","No","No","","","","","","No"
"niederlauer.de","niederlauer.de","http://www.niederlauer.de","","Niederlauer","BY","Yes","dotgov","No","No","No","","","","","","No"
"niedermoschel.de","niedermoschel.de","http://niedermoschel.de","","Niedermoschel","RP","No","dotgov","No","No","No","","","","","","No"
"niedermurach.de","niedermurach.de","http://niedermurach.de","","Niedermurach","BY","Yes","dotgov","No","No","No","","","","","","No"
"niedernberg.de","niedernberg.de","https://www.niedernberg.de","","Niedernberg","BY","No","dotgov","No","Yes","Yes","No","Yes","No","No","No","No"
"niedernhall.de","niedernhall.de","https://niedernhall.de","","Niedernhall","BW","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"niedernhausen.de","niedernhausen.de","http://niedernhausen.de","","Niedernhausen","HE","No","dotgov","No","No","No","","","","","","No"
"niedernwoehren.de","niedernwoehren.de","http://niedernwoehren.de","","Niedernwöhren","NI","No","dotgov","No","No","No","","","","","","No"
"niederoefflingen.de","niederoefflingen.de","http://niederoefflingen.de","","Niederöfflingen","RP","No","dotgov","No","No","No","","","","","","No"
"niederotterbach.de","niederotterbach.de","http://niederotterbach.de","","Niederotterbach","RP","No","dotgov","No","No","No","","","","","","No"
"niederpierscheid.de","niederpierscheid.de","http://niederpierscheid.de","","Niederpierscheid","RP","No","dotgov","No","No","No","","","","","","No"
"niederscheidweiler.de","niederscheidweiler.de","http://niederscheidweiler.de","","Niederscheidweiler","RP","No","dotgov","No","No","No","","","","","","No"
"niederschlettenbach.de","niederschlettenbach.de","http://niederschlettenbach.de","","Niederschlettenbach","RP","No","dotgov","No","No","No","","","","","","No"
"niederschoenenfeld.de","niederschoenenfeld.de","https://niederschoenenfeld.de","","Niederschönenfeld","BY","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"niederstadtfeld.de","niederstadtfeld.de","https://niederstadtfeld.de","","Niederstadtfeld","RP","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"niederstetten.de","niederstetten.de","https://niederstetten.de","","Niederstetten","BW","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"niederstotzingen.de","niederstotzingen.de","http://niederstotzingen.de","","Niederstotzingen","BW","Yes","dotgov","No","No","No","","","","","","No"
"niedertaufkirchen.de","niedertaufkirchen.de","http://niedertaufkirchen.de","","Niedertaufkirchen","BY","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"niederviehbach.de","niederviehbach.de","https://niederviehbach.de","","Niederviehbach","BY","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"niederwallmenach.eu","niederwallmenach.eu","http://www.niederwallmenach.eu","","Niederwallmenach","RP","No","dotgov","No","No","No","","","","","","No"
"niederwerrn.de","niederwerrn.de","https://www.niederwerrn.de","","Niederwerrn","BY","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"niederwerth.de","niederwerth.de","http://niederwerth.de","","Niederwerth","RP","No","dotgov","No","No","No","","","","","","No"
"niederwiesa.de","niederwiesa.de","http://niederwiesa.de","","Niederwiesa","SN","No","dotgov","No","No","No","","","","","","No"
"niederwinkling.de","niederwinkling.de","https://niederwinkling.de","","Niederwinkling","BY","No","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"niederwoerresbach.de","niederwoerresbach.de","http://niederwoerresbach.de","","Niederwörresbach","RP","No","dotgov","No","No","No","","","","","","No"
"niederzier.de","niederzier.de","https://www.niederzier.de","","Niederzier","NW","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"niederzimmern.de","niederzimmern.de","http://niederzimmern.de","","Niederzimmern","TH","No","dotgov","No","No","No","","","","","","No"
"niederzissen.de","niederzissen.de","https://niederzissen.de","","Niederzissen","RP","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"niefern-oeschelbronn.de","niefern-oeschelbronn.de","https://www.niefern-oeschelbronn.de","","Niefern-Öschelbronn","BW","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"nieheim.de","nieheim.de","https://www.nieheim.de","","Nieheim","NW","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"niemetal.de","niemetal.de","http://niemetal.de","","Niemetal","NI","No","dotgov","No","No","No","","","","","","No"
"nienborstel.net","nienborstel.net","http://nienborstel.net","","Nienborstel","SH","Yes","dotgov","No","No","No","","","","","","No"
"nienburg.de","nienburg.de","https://www.nienburg.de","","Nienburg/Weser","NI","No","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"niendorf-adst.de","niendorf-adst.de","http://niendorf-adst.de","","Niendorf a. d. St.","SH","Yes","dotgov","No","No","No","","","","","","No"
"nienstaedt.de","nienstaedt.de","http://nienstaedt.de","","Nienstädt","NI","Yes","dotgov","No","No","No","","","","","","No"
"niersbach-greverath.de","niersbach-greverath.de","https://niersbach-greverath.de","","Niersbach","RP","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"nierstein-oppenheim.de","nierstein-oppenheim.de","http://nierstein-oppenheim.de","","Mommenheim","RP","No","dotgov","No","No","No","","","","","","No"
"nierstein.de","nierstein.de","http://www.nierstein.de","","Nierstein","RP","No","dotgov","No","No","No","","","","","","No"
"niesgrau.de","niesgrau.de","http://niesgrau.de","","Niesgrau","SH","No","dotgov","No","No","No","","","","","","No"
"niesky.de","niesky.de","https://niesky.de","","Niesky","SN","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"nieste.de","nieste.de","http://www.nieste.de","","Nieste","HE","No","dotgov","No","No","No","","","","","","No"
"niestetal.de","niestetal.de","http://www.niestetal.de","","Niestetal","HE","No","dotgov","No","No","No","","","","","","No"
"nievern.de","nievern.de","https://nievern.de","","Nievern","RP","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"nimsreuland.de","nimsreuland.de","http://nimsreuland.de","","Nimsreuland","RP","No","dotgov","No","No","No","","","","","","No"
"nindorf.info","nindorf.info","http://nindorf.info","","Nindorf","SH","Yes","dotgov","No","No","No","","","","","","No"
"nittel-mosel.de","nittel-mosel.de","http://www.nittel-mosel.de","","Nittel","RP","No","dotgov","No","No","No","","","","","","No"
"nittenau.de","nittenau.de","https://www.nittenau.de","","Nittenau","BY","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"nittendorf.de","nittendorf.de","http://nittendorf.de","","Nittendorf","BY","No","dotgov","No","No","No","","","","","","No"
"nobitz.de","nobitz.de","https://nobitz.de","","Nobitz","TH","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"nochern.de","nochern.de","https://www.nochern.de","","Nochern","RP","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"noebdenitz.de","noebdenitz.de","http://noebdenitz.de","","Nöbdenitz","TH","No","dotgov","No","No","No","","","","","","No"
"noerten-hardenberg.de","noerten-hardenberg.de","http://noerten-hardenberg.de","","Nörten-Hardenberg","NI","No","dotgov","No","No","No","","","","","","No"
"noertershausen.de","noertershausen.de","http://noertershausen.de","","Nörtershausen","RP","No","dotgov","No","No","No","","","","","","No"
"noervenich.de","noervenich.de","https://noervenich.de","","Nörvenich","NW","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"nohfelden.de","nohfelden.de","https://nohfelden.de","","Nohfelden","SL","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"nonnenhorn.eu","nonnenhorn.eu","https://nonnenhorn.eu","","Nonnenhorn","BY","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"nonnweiler.de","nonnweiler.de","https://www.nonnweiler.de","","Nonnweiler","SL","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"norath.de","norath.de","http://norath.de","","Norath","RP","No","dotgov","No","No","No","","","","","","No"
"norden.de","norden.de","https://norden.de","","Norden","NI","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"nordendorf.de","nordendorf.de","http://www.nordendorf.de","","Nordendorf","BY","Yes","dotgov","No","No","No","","","","","","No"
"nordenham.de","nordenham.de","http://www.nordenham.de","","Nordenham","NI","No","dotgov","No","No","No","No","Yes","No","No","No","No"
"nordermeldorf.de","nordermeldorf.de","https://www.nordermeldorf.de","","Nordermeldorf","SH","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"norderstapel.de","norderstapel.de","http://norderstapel.de","","Norderstapel","SH","No","dotgov","No","No","No","","","","","","No"
"norderstedt.de","norderstedt.de","http://norderstedt.de","","Norderstedt","SH","No","dotgov","No","No","No","Yes","No","No","No","No","No"
"nordhackstedt.de","nordhackstedt.de","https://www.nordhackstedt.de","","Nordhackstedt","SH","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"nordhalben.de","nordhalben.de","http://nordhalben.de","","Nordhalben","BY","No","dotgov","No","No","No","","","","","","No"
"nordhausen.de","nordhausen.de","https://nordhausen.de","","Nordhausen","TH","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"nordheim-main.de","nordheim-main.de","http://nordheim-main.de","","Nordheim am Main","BY","No","dotgov","No","No","No","","","","","","No"
"nordheim.de","nordheim.de","https://www.nordheim.de","","Nordheim","BW","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"nordheimvdrhoen.rhoen-saale.net","nordheimvdrhoen.rhoen-saale.net","https://nordheimvdrhoen.rhoen-saale.net","","Nordheim vor der Rhön","BY","No","dotgov","No","Yes","No","No","No","Yes","No","No","No"
"nordhofen.de","nordhofen.de","http://nordhofen.de","","Nordhofen","RP","No","dotgov","No","No","No","","","","","","No"
"nordhorn.de","nordhorn.de","https://www.nordhorn.de","","Nordhorn","NI","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"nordkehdingen.de","nordkehdingen.de","https://www.nordkehdingen.de","","Wischhafen","NI","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"nordkirchen.de","nordkirchen.de","https://www.nordkirchen.de","","Nordkirchen","NW","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"nordleda.de","nordleda.de","http://nordleda.de","","Nordleda","NI","No","dotgov","No","No","No","","","","","","No"
"nordrach.de","nordrach.de","https://www.nordrach.de","","Nordrach","BW","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"nordsehl-online.de","nordsehl-online.de","https://www.nordsehl-online.de","","Nordsehl","NI","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"nordstemmen.de","nordstemmen.de","https://nordstemmen.de","","Nordstemmen","NI","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"nordwalde.de","nordwalde.de","https://www.nordwalde.de","","Nordwalde","NW","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"norheim.de","norheim.de","https://norheim.de","","Norheim","RP","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"norstedt.de","norstedt.de","https://norstedt.de","","Norstedt","SH","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"northeim.de","northeim.de","https://northeim.de","","Northeim","NI","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"nortmoor.de","nortmoor.de","http://nortmoor.de","","Nortmoor","NI","No","dotgov","No","No","No","","","","","","No"
"nortorf.de","nortorf.de","http://nortorf.de","","Nortorf","SH","Yes","dotgov","No","No","No","","","","","","No"
"nortrup.de","nortrup.de","http://nortrup.de","","Nortrup","NI","Yes","dotgov","No","No","No","","","","","","No"
"nossen.de","nossen.de","http://nossen.de","","Nossen","SN","No","dotgov","No","No","No","Yes","No","No","No","No","No"
"nothweiler.de","nothweiler.de","http://nothweiler.de","","Nothweiler","RP","No","dotgov","No","No","No","","","","","","No"
"nottuln.de","nottuln.de","http://www.nottuln.de","","Nottuln","NW","No","dotgov","No","No","No","No","Yes","No","No","No","No"
"notzingen.de","notzingen.de","http://notzingen.de","","Notzingen","BW","No","dotgov","No","No","No","","","","","","No"
"nu.neu-ulm.de","nu.neu-ulm.de","https://nu.neu-ulm.de","","Neu-Ulm","BY","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"nuebbel.de","nuebbel.de","http://nuebbel.de","","Nübbel","SH","No","dotgov","No","No","No","","","","","","No"
"nuedlingen.de","nuedlingen.de","http://www.nuedlingen.de","","Nüdlingen","BY","Yes","dotgov","No","No","No","Yes","No","No","No","No","No"
"nuembrecht.de","nuembrecht.de","https://www.nuembrecht.de","","Nümbrecht","NW","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"nuenchritz.de","nuenchritz.de","https://www.nuenchritz.de","","Nünchritz","SN","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"nuerburg.de","nuerburg.de","https://nuerburg.de","","Nürburg","RP","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"nuernberg.de","nuernberg.de","https://www.nuernberg.de","","Nürnberg","BY","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"nuertingen.de","nuertingen.de","https://www.nuertingen.de","","Nürtingen","BW","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"nuesttal.de","nuesttal.de","https://nuesttal.de","","Nüsttal","HE","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"nufringen.de","nufringen.de","http://nufringen.de","","Nufringen","BW","No","dotgov","No","No","No","","","","","","No"
"nusplingen.de","nusplingen.de","http://www.nusplingen.de","","Nusplingen","BW","No","dotgov","No","No","No","","","","","","No"
"nussbach-pfalz.de","nussbach-pfalz.de","http://nussbach-pfalz.de","","Nußbach","RP","No","dotgov","No","No","No","Yes","No","No","No","No","No"
"nussdorf-chiemgau.de","nussdorf-chiemgau.de","https://nussdorf-chiemgau.de","","Nußdorf","BY","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"nussdorf.de","nussdorf.de","https://www.nussdorf.de","","Nußdorf am Inn","BY","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"nusse.de","nusse.de","http://nusse.de","","Nusse","SH","No","dotgov","No","No","No","","","","","","No"
"nussloch.de","nussloch.de","https://www.nussloch.de","","Nußloch","BW","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"nuthe-urstromtal.de","nuthe-urstromtal.de","https://nuthe-urstromtal.de","","Nuthe-Urstromtal","BB","No","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
