"Domain","Base Domain","URL","Branch","Agency","State","Redirect","Sources","Compliant with M-15-13 and BOD 18-01","Enforces HTTPS","Strict Transport Security (HSTS)","Free of RC4/3DES and SSLv2/SSLv3","3DES","RC4","SSLv2","SSLv3","Preloaded"
"bietigheim-bissingen.de","bietigheim-bissingen.de","https://www.bietigheim-bissingen.de","","Bietigheim-Bissingen","BW","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"bietigheim.de","bietigheim.de","https://www.bietigheim.de","","Bietigheim","BW","No","dotgov","No","Yes","No","No","No","Yes","No","No","No"
"bildungskredit.de","bildungskredit.de","http://bildungskredit.de","","Bundesverwaltungsamt","","Yes","dotgov","No","No","No","","","","","","No"
"bildungskredit.online","bildungskredit.online","http://bildungskredit.online","","Bundesverwaltungsamt","","Yes","dotgov","No","No","No","","","","","","No"
"bildungszentrum.bundeswehr.de","bildungszentrum.bundeswehr.de","http://www.bildungszentrum.bundeswehr.de","","Bildungszentrum der Bundeswehr","","No","dotgov","No","No","No","","","","","","No"
"billerbeck.de","billerbeck.de","http://billerbeck.de","","Billerbeck","NW","No","dotgov","No","No","No","","","","","","No"
"billigheim-ingenheim.de","billigheim-ingenheim.de","http://www.billigheim-ingenheim.de","","Billigheim-Ingenheim","RP","No","dotgov","No","No","No","Yes","No","No","No","No","No"
"billigheim.de","billigheim.de","http://billigheim.de","","Billigheim","BW","No","dotgov","No","No","No","","","","","","No"
"bilsen.de","bilsen.de","https://www.bilsen.de","","Bilsen","SH","No","dotgov","No","Yes","Yes","No","Yes","No","No","No","No"
"bilshausen.de","bilshausen.de","http://www.bilshausen.de","","Bilshausen","NI","No","dotgov","No","No","No","","","","","","No"
"bilzingsleben.de","bilzingsleben.de","http://bilzingsleben.de","","Bilzingsleben","TH","No","dotgov","No","No","No","","","","","","No"
"bimoehlen.de","bimoehlen.de","http://bimoehlen.de","","Bimöhlen","SH","No","dotgov","No","No","No","","","","","","No"
"binau.de","binau.de","https://binau.de","","Binau","BW","No","dotgov","No","Yes","No","No","Yes","Yes","No","No","No"
"bindlach.de","bindlach.de","http://bindlach.de","","Bindlach","BY","No","dotgov","No","No","No","","","","","","No"
"bingen-hohenzollern.de","bingen-hohenzollern.de","http://www.bingen-hohenzollern.de","","Bingen","BW","No","dotgov","No","No","No","","","","","","No"
"bingen.de","bingen.de","https://www.bingen.de","","Bingen am Rhein","RP","No","dotgov","No","Yes","No","","","","","","No"
"binningen.de","binningen.de","https://www.binningen.de","","Binningen","RP","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"binswangen.de","binswangen.de","https://binswangen.de","","Binswangen","BY","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"binzen.de","binzen.de","http://binzen.de","","Binzen","BW","No","dotgov","No","No","No","No","Yes","No","No","No","No"
"birenbach.de","birenbach.de","http://www.birenbach.de","","Birenbach","BW","No","dotgov","No","No","No","","","","","","No"
"birgel-eifel.de","birgel-eifel.de","https://birgel-eifel.de","","Birgel","RP","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"birgland.de","birgland.de","http://birgland.de","","Birgland","BY","No","dotgov","No","No","No","","","","","","No"
"birkenau.de","birkenau.de","https://www.birkenau.de","","Birkenau","HE","No","dotgov","No","Yes","Yes","No","Yes","No","No","No","No"
"birkenfeld-enzkreis.de","birkenfeld-enzkreis.de","https://www.birkenfeld-enzkreis.de","","Birkenfeld","BW","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"birkenheide.de","birkenheide.de","http://birkenheide.de","","Birkenheide","RP","No","dotgov","No","No","No","","","","","","No"
"birkenhoerdt.de","birkenhoerdt.de","http://www.birkenhoerdt.de","","Birkenhördt","RP","No","dotgov","No","No","No","","","","","","No"
"birkenwerder.de","birkenwerder.de","http://www.birkenwerder.de","","Birkenwerder","BB","No","dotgov","No","No","No","","","","","","No"
"birkweiler.de","birkweiler.de","http://birkweiler.de","","Birkweiler","RP","No","dotgov","No","No","No","","","","","","No"
"birlenbach-fachingen.de","birlenbach-fachingen.de","https://birlenbach-fachingen.de","","Birlenbach","RP","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"birresborn.de","birresborn.de","http://birresborn.de","","Birresborn","RP","No","dotgov","No","No","No","","","","","","No"
"birstein.de","birstein.de","http://birstein.de","","Birstein","HE","No","dotgov","No","No","No","","","","","","No"
"bischberg.de","bischberg.de","https://www.bischberg.de","","Bischberg","BY","No","dotgov","No","Yes","Yes","No","Yes","No","No","No","No"
"bischbrunn.de","bischbrunn.de","http://bischbrunn.de","","Bischbrunn","BY","No","dotgov","No","No","No","","","","","","No"
"bischheim.de","bischheim.de","http://bischheim.de","","Bischheim","RP","Yes","dotgov","No","No","No","","","","","","No"
"bischoffen.de","bischoffen.de","https://www.bischoffen.de","","Bischoffen","HE","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"bischofsgruen.de","bischofsgruen.de","https://bischofsgruen.de","","Bischofsgrün","BY","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"bischofsheim-rhoen.de","bischofsheim-rhoen.de","http://www.bischofsheim-rhoen.de","","Bischofsheim an der Rhön","BY","Yes","dotgov","No","No","No","","","","","","No"
"bischofsheim.de","bischofsheim.de","https://bischofsheim.de","","Bischofsheim","HE","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"bischofsmais.de","bischofsmais.de","https://www.bischofsmais.de","","Bischofsmais","BY","No","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"bischofswerda.de","bischofswerda.de","https://www.bischofswerda.de","","Bischofswerda","SN","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"bischofswiesen.de","bischofswiesen.de","https://www.bischofswiesen.de","","Bischofswiesen","BY","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"bischweier.de","bischweier.de","https://www.bischweier.de","","Bischweier","BW","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"bisp.de","bisp.de","https://www.bisp.de","","Bundesinstitut für Sportwissenschaft","","No","dotgov","No","Yes","No","","","","","","No"
"bispingen.de","bispingen.de","https://www.bispingen.de","","Bispingen","NI","No","dotgov","No","Yes","Yes","No","Yes","No","No","No","No"
"bissendorf.de","bissendorf.de","http://www.bissendorf.de","","Bissendorf","NI","No","dotgov","No","No","No","","","","","","No"
"bissersheim.de","bissersheim.de","http://bissersheim.de","","Bissersheim","RP","No","dotgov","No","No","No","","","","","","No"
"bissingen-teck.de","bissingen-teck.de","http://bissingen-teck.de","","Bissingen an der Teck","BW","No","dotgov","No","No","No","","","","","","No"
"bissingen.de","bissingen.de","http://bissingen.de","","Bissingen","BY","No","dotgov","No","No","No","","","","","","No"
"bit.bund.de","bit.bund.de","http://bit.bund.de","","Informationstechnikzentrum Bund","","Yes","dotgov","No","No","No","","","","","","No"
"bitburg-land.de","bitburg-land.de","http://bitburg-land.de","","Balesfeld","RP","Yes","dotgov","No","No","No","","","","","","No"
"bitburg.de","bitburg.de","https://bitburg.de","","Bitburg","RP","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"bitburgerland.de","bitburgerland.de","https://bitburgerland.de","","Heilenbach","RP","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"bitterfeld-wolfen.de","bitterfeld-wolfen.de","https://www.bitterfeld-wolfen.de","","Bitterfeld-Wolfen","ST","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"bitv-lotse.bund.de","bitv-lotse.bund.de","http://bitv-lotse.bund.de","","Bundesministerium für Arbeit und Soziales","","Yes","dotgov","No","No","No","","","","","","No"
"bitvlotse.de","bitvlotse.de","http://bitvlotse.de","","Bundesministerium für Arbeit und Soziales","","Yes","dotgov","No","No","No","","","","","","No"
"bitz.de","bitz.de","http://bitz.de","","Bitz","BW","No","dotgov","No","No","No","","","","","","No"
"bka-bund.de","bka-bund.de","http://bka-bund.de","","Bundeskriminalamt","","Yes","dotgov","No","No","No","","","","","","No"
"bka.de","bka.de","https://www.bka.de","","Bundeskriminalamt","","No","dotgov","No","Yes","No","","","","","","No"
"bkg.bund.de","bkg.bund.de","https://www.bkg.bund.de","","Bundesamt für Kartographie und Geodäsie","","No","dotgov","No","No","No","","","","","","No"
"bkge.de","bkge.de","https://www.bkge.de","","Bundesinstitut für Kultur und Geschichte der Deutschen im östlichen Europa","","No","dotgov","No","Yes","No","No","Yes","Yes","No","No","No"
"blaibach.de","blaibach.de","https://www.blaibach.de","","Blaibach","BY","No","dotgov","No","Yes","No","","","","","","No"
"blaichach.de","blaichach.de","http://blaichach.de","","Blaichach","BY","Yes","dotgov","No","No","No","","","","","","No"
"blankenburg-th.de","blankenburg-th.de","http://blankenburg-th.de","","Blankenburg","TH","Yes","dotgov","No","No","No","","","","","","No"
"blankenburg.de","blankenburg.de","https://www.blankenburg.de","","Blankenburg (Harz)","ST","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"blankenfelde-mahlow.de","blankenfelde-mahlow.de","https://blankenfelde-mahlow.de","","Blankenfelde-Mahlow","BB","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"blankenhain.de","blankenhain.de","https://blankenhain.de","","Blankenhain","TH","No","dotgov","No","Yes","No","","","","","","No"
"blankenheim.de","blankenheim.de","https://www.blankenheim.de","","Blankenheim","NW","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"blankenrath.de","blankenrath.de","https://www.blankenrath.de","","Blankenrath","RP","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"blankensee-mst.de","blankensee-mst.de","http://www.blankensee-mst.de","","Blankensee","MV","No","dotgov","No","No","No","","","","","","No"
"blankensee.de","blankensee.de","http://blankensee.de","","Blankensee","MV","No","dotgov","No","No","No","Yes","No","No","No","No","No"
"blankenstein-am-rennsteig.de","blankenstein-am-rennsteig.de","http://blankenstein-am-rennsteig.de","","Blankenstein","TH","No","dotgov","No","No","No","","","","","","No"
"blaubach.de","blaubach.de","http://blaubach.de","","Blaubach","RP","No","dotgov","No","No","No","No","Yes","No","No","No","No"
"blaubeuren.de","blaubeuren.de","https://www.blaubeuren.de","","Blaubeuren","BW","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"blaufelden.de","blaufelden.de","https://www.blaufelden.de","","Blaufelden","BW","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"blaustein.de","blaustein.de","https://www.blaustein.de","","Blaustein","BW","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"ble.de","ble.de","https://www.ble.de","","Bundesanstalt für Landwirtschaft und Ernährung","","No","dotgov","No","Yes","No","","","","","","No"
"bleckede.de","bleckede.de","http://www.bleckede.de","","Bleckede","NI","No","dotgov","No","No","No","","","","","","No"
"bleialf.de","bleialf.de","https://www.bleialf.de","","Bleialf","RP","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"bleicherode.de","bleicherode.de","https://www.bleicherode.de","","Lipprechterode","TH","No","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"blickpunkt-bundestag.de","blickpunkt-bundestag.de","http://blickpunkt-bundestag.de","","Bundestag","","Yes","dotgov","No","No","No","","","","","","No"
"blieskastel.de","blieskastel.de","https://www.blieskastel.de","","Blieskastel","SL","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"bliestorf.de","bliestorf.de","http://bliestorf.de","","Bliestorf","SH","No","dotgov","No","No","No","","","","","","No"
"blindheim.de","blindheim.de","http://blindheim.de","","Blindheim","BY","Yes","dotgov","No","No","No","","","","","","No"
"blomberg-lippe.de","blomberg-lippe.de","http://www.blomberg-lippe.de","","Blomberg","NW","Yes","dotgov","No","No","No","","","","","","No"
"blumendorfschuelp.de","blumendorfschuelp.de","https://blumendorfschuelp.de","","Schülp","SH","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"blunk.de","blunk.de","http://blunk.de","","Blunk","SH","Yes","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"bma.de","bma.de","http://bma.de","","Bundesministerium für Arbeit und Soziales","","Yes","dotgov","No","No","No","","","","","","No"
"bmas.de","bmas.de","https://www.bmas.de","","Bundesministerium für Arbeit und Soziales","","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"bmas.eu","bmas.eu","http://bmas.eu","","Bundesministerium für Arbeit und Soziales","","Yes","dotgov","No","No","No","","","","","","No"
"bmbf.de","bmbf.de","https://www.bmbf.de","","Bundesministerium für Bildung und Forschung","","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"bmel.de","bmel.de","https://www.bmel.de","","Bundesministerium für Ernährung und Landwirtschaft","","No","dotgov","No","Yes","No","","","","","","No"
"bmfsfj.de","bmfsfj.de","https://www.bmfsfj.de","","Bundesministerium für Familie, Senioren, Frauen und Jugend","","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"bmg.bund.de","bmg.bund.de","http://bmg.bund.de","","Bundesministerium für Gesundheit","","Yes","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"bmi.bund.de","bmi.bund.de","https://www.bmi.bund.de","","Bundesministerium des Innern, für Bau und Heimat","","No","dotgov","No","Yes","No","","","","","","No"
"bmjv.de","bmjv.de","https://www.bmjv.de","","Bundesministerium der Justiz und für Verbraucherschutz","","No","dotgov","No","Yes","No","","","","","","No"
"bmu.bund.de","bmu.bund.de","http://www.bmu.bund.de","","Bundesministerium für Umwelt, Naturschutz und nukleare Sicherheit","","Yes","dotgov","No","No","No","","","","","","No"
"bmvbs.de","bmvbs.de","http://bmvbs.de","","Bundesministerium für Verkehr und digitale Infrastruktur","","No","dotgov","No","No","No","","","","","","No"
"bmvg.de","bmvg.de","https://www.bmvg.de","","Bundesministerium der Verteidigung","","No","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"bmvi.de","bmvi.de","https://www.bmvi.de","","Bundesministerium für Verkehr und digitale Infrastruktur","","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"bmvi.eu","bmvi.eu","http://bmvi.eu","","Bundesministerium für Verkehr und digitale Infrastruktur","","No","dotgov","No","No","No","","","","","","No"
"bmvi.info","bmvi.info","http://bmvi.info","","Bundesministerium für Verkehr und digitale Infrastruktur","","No","dotgov","No","No","No","","","","","","No"
"bmvi.net","bmvi.net","http://bmvi.net","","Bundesministerium für Verkehr und digitale Infrastruktur","","No","dotgov","No","No","No","","","","","","No"
"bmvi.org","bmvi.org","http://bmvi.org","","Bundesministerium für Verkehr und digitale Infrastruktur","","No","dotgov","No","No","No","","","","","","No"
"bmwi.de","bmwi.de","https://www.bmwi.de","","Bundesministerium für Wirtschaft und Energie","","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"bmz.de","bmz.de","http://www.bmz.de","","Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung","","No","dotgov","No","No","No","","","","","","No"
"bnd.de","bnd.de","http://bnd.de","","Bundesnachrichtendienst","","Yes","dotgov","No","No","No","","","","","","No"
"bndlg.de","bndlg.de","https://www.bndlg.de","","Lutzingen","BY","No","dotgov","No","Yes","No","No","Yes","Yes","No","Yes","No"
"bobenheim-roxheim.de","bobenheim-roxheim.de","https://www.bobenheim-roxheim.de","","Bobenheim-Roxheim","RP","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"bobenheim.de","bobenheim.de","http://bobenheim.de","","Bobenheim am Berg","RP","No","dotgov","No","No","No","","","","","","No"
"bobenthal.de","bobenthal.de","http://bobenthal.de","","Bobenthal","RP","No","dotgov","No","No","No","","","","","","No"
"bobritzsch-hilbersdorf.de","bobritzsch-hilbersdorf.de","https://www.bobritzsch-hilbersdorf.de","","Bobritzsch-Hilbersdorf","SN","No","dotgov","No","Yes","Yes","No","Yes","No","No","No","No"
"bocholt.de","bocholt.de","https://www.bocholt.de","","Bocholt","NW","No","dotgov","No","Yes","No","No","Yes","Yes","No","Yes","No"
"bochum.de","bochum.de","https://www.bochum.de","","Bochum","NW","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"bockau.de","bockau.de","https://www.bockau.de","","Bockau","SN","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"bockenau.de","bockenau.de","http://bockenau.de","","Bockenau","RP","No","dotgov","No","No","No","","","","","","No"
"bockenem.de","bockenem.de","http://www.bockenem.de","","Bockenem","NI","No","dotgov","No","No","No","Yes","No","No","No","No","No"
"bockenheim.de","bockenheim.de","http://bockenheim.de","","Bockenheim an der Weinstraße","RP","No","dotgov","No","No","No","","","","","","No"
"bockhorn-obb.de","bockhorn-obb.de","https://bockhorn-obb.de","","Bockhorn","BY","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"bockhorn.de","bockhorn.de","https://www.bockhorn.de","","Bockhorn","NI","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"bode-holtemme.de","bode-holtemme.de","http://bode-holtemme.de","","Groß Quenstedt","ST","Yes","dotgov","No","No","No","","","","","","No"
"bodelshausen.de","bodelshausen.de","http://www.bodelshausen.de","","Bodelshausen","BW","No","dotgov","No","No","No","","","","","","No"
"bodenbach-eifel.de","bodenbach-eifel.de","http://www.bodenbach-eifel.de","","Bodenbach","RP","No","dotgov","No","No","No","","","","","","No"
"bodenfelde.de","bodenfelde.de","http://bodenfelde.de","","Bodenfelde","NI","No","dotgov","No","No","No","","","","","","No"
"bodenmais.de","bodenmais.de","https://www.bodenmais.de","","Bodenmais","BY","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"bodensee-eichsfeld.de","bodensee-eichsfeld.de","http://www.bodensee-eichsfeld.de","","Bodensee","NI","No","dotgov","No","No","No","","","","","","No"
"bodenwerder.de","bodenwerder.de","http://bodenwerder.de","","Bodenwerder","NI","Yes","dotgov","No","No","No","","","","","","No"
"bodenwoehr.de","bodenwoehr.de","https://www.bodenwoehr.de","","Bodenwöhr","BY","No","dotgov","No","Yes","Yes","No","Yes","No","No","No","No"
"bodman-ludwigshafen.de","bodman-ludwigshafen.de","https://www.bodman-ludwigshafen.de","","Bodman-Ludwigshafen","BW","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"bodnegg.de","bodnegg.de","http://www.bodnegg.de","","Bodnegg","BW","No","dotgov","No","No","No","","","","","","No"
"bodolz.de","bodolz.de","https://www.bodolz.de","","Bodolz","BY","No","dotgov","No","Yes","Yes","No","Yes","No","No","No","No"
"boebing.de","boebing.de","https://www.boebing.de","","Böbing","BY","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"boebingen-pfalz.de","boebingen-pfalz.de","http://boebingen-pfalz.de","","Böbingen","RP","No","dotgov","No","No","No","Yes","No","No","No","No","No"
"boebingen.de","boebingen.de","https://www.boebingen.de","","Böbingen an der Rems","BW","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"boeblingen.de","boeblingen.de","http://www.boeblingen.de","","Böblingen","BW","No","dotgov","No","No","No","","","","","","No"
"boebrach.de","boebrach.de","https://boebrach.de","","Böbrach","BY","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"boechingen.de","boechingen.de","http://boechingen.de","","Böchingen","RP","No","dotgov","No","No","No","","","","","","No"
"boeel.de","boeel.de","http://boeel.de","","Böel","SH","No","dotgov","No","No","No","","","","","","No"
"boehl-iggelheim.de","boehl-iggelheim.de","https://www.boehl-iggelheim.de","","Böhl-Iggelheim","RP","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"boehlen.de","boehlen.de","http://boehlen.de","","Böhlen","TH","No","dotgov","No","No","No","Yes","No","No","No","No","No"
"boehmenkirch.de","boehmenkirch.de","https://www.boehmenkirch.de","","Böhmenkirch","BW","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"boehmfeld-online.de","boehmfeld-online.de","http://boehmfeld-online.de","","Böhmfeld","BY","Yes","dotgov","No","No","No","","","","","","No"
"boehnhusen.de","boehnhusen.de","http://www.boehnhusen.de","","Böhnhusen","SH","Yes","dotgov","No","No","No","No","Yes","No","No","No","No"
"boellen.de","boellen.de","http://boellen.de","","Böllen","BW","No","dotgov","No","No","No","","","","","","No"
"boellenborn-reisdorf.de","boellenborn-reisdorf.de","https://boellenborn-reisdorf.de","","Böllenborn","RP","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"boenen.de","boenen.de","https://boenen.de","","Bönen","NW","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"boennigheim.de","boennigheim.de","https://www.boennigheim.de","","Bönnigheim","BW","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"boenningstedt.de","boenningstedt.de","http://www.boenningstedt.de","","Bönningstedt","SH","No","dotgov","No","No","No","","","","","","No"
"boerde-lamstedt.de","boerde-lamstedt.de","http://boerde-lamstedt.de","","Hollnseth","NI","No","dotgov","No","No","No","","","","","","No"
"boerger-huemmling.de","boerger-huemmling.de","http://boerger-huemmling.de","","Börger","NI","Yes","dotgov","No","No","No","","","","","","No"
"boernichen.de","boernichen.de","http://boernichen.de","","Börnichen/Erzgeb.","SN","No","dotgov","No","No","No","Yes","No","No","No","No","No"
"boernsen.de","boernsen.de","http://boernsen.de","","Börnsen","SH","Yes","dotgov","No","No","No","","","","","","No"
"boerrstadt.de.tl","boerrstadt.de.tl","https://boerrstadt.de.tl","","Börrstadt","RP","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"boerssum.de","boerssum.de","http://boerssum.de","","Börßum","NI","No","dotgov","No","No","No","","","","","","No"
"boertlingen.de","boertlingen.de","http://www.boertlingen.de","","Börtlingen","BW","No","dotgov","No","No","No","","","","","","No"
"boesdorf-holstein.de","boesdorf-holstein.de","http://boesdorf-holstein.de","","Bösdorf","SH","No","dotgov","No","No","No","","","","","","No"
"boesel.de","boesel.de","https://boesel.de","","Bösel","NI","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"boesenbrunn-vogtland.de","boesenbrunn-vogtland.de","http://boesenbrunn-vogtland.de","","Bösenbrunn","SN","No","dotgov","No","No","No","","","","","","No"
"boesingen.de","boesingen.de","http://boesingen.de","","Bösingen","BW","No","dotgov","No","No","No","No","Yes","No","No","No","No"
"boetersen.de","boetersen.de","http://www.boetersen.de","","Bötersen","NI","Yes","dotgov","No","No","No","","","","","","No"
"boettingen.de","boettingen.de","https://www.boettingen.de","","Böttingen","BW","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"boetzingen.de","boetzingen.de","https://www.boetzingen.de","","Bötzingen","BW","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"boffzen.de","boffzen.de","https://boffzen.de","","Lauenförde","NI","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"bogel.de","bogel.de","http://bogel.de","","Bogel","RP","No","dotgov","No","No","No","","","","","","No"
"bogen.de","bogen.de","https://www.bogen.de","","Bogen","BY","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"bohmedv.diedorf.de","bohmedv.diedorf.de","http://bohmedv.diedorf.de","","Diedorf","TH","No","dotgov","No","No","No","","","","","","No"
"bohmstedt.de","bohmstedt.de","http://bohmstedt.de","","Bohmstedt","SH","No","dotgov","No","No","No","","","","","","No"
"bohmte.de","bohmte.de","https://www.bohmte.de","","Bohmte","NI","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"boizenburg.de","boizenburg.de","https://boizenburg.de","","Boizenburg/Elbe","MV","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"bokholt-hanredder.de","bokholt-hanredder.de","https://www.bokholt-hanredder.de","","Bokholt-Hanredder","SH","No","dotgov","No","Yes","Yes","No","Yes","No","No","No","No"
"boldecker-land.de","boldecker-land.de","http://www.boldecker-land.de","","Weyhausen","NI","No","dotgov","No","No","No","","","","","","No"
"bollendorf.de","bollendorf.de","https://www.bollendorf.de","","Bollendorf","RP","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"bollingstedt.de","bollingstedt.de","http://bollingstedt.de","","Bollingstedt","SH","No","dotgov","No","No","No","Yes","No","No","No","No","No"
"bollschweil.de","bollschweil.de","https://www.bollschweil.de","","Bollschweil","BW","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"bolsterlang.de","bolsterlang.de","http://bolsterlang.de","","Bolsterlang","BY","Yes","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"boltenhagen.de","boltenhagen.de","https://boltenhagen.de","","Boltenhagen","MV","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"bomlitz.de","bomlitz.de","https://bomlitz.de","","Bomlitz","NI","No","dotgov","No","No","No","","","","","","No"
"boms.de","boms.de","http://boms.de","","Boms","BW","No","dotgov","No","No","No","Yes","No","No","No","No","No"
"bondorf.de","bondorf.de","https://www.bondorf.de","","Bondorf","BW","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"bonefeld.de","bonefeld.de","https://www.bonefeld.de","","Bonefeld","RP","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"bonerath.de","bonerath.de","https://bonerath.de","","Bonerath","RP","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"bonn.de","bonn.de","http://www.bonn.de","","Bonn","NW","No","dotgov","No","No","No","","","","","","No"
"bonndorf.de","bonndorf.de","https://www.bonndorf.de","","Bonndorf im Schwarzwald","BW","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"bonstetten.de","bonstetten.de","http://bonstetten.de","","Bonstetten","BY","No","dotgov","No","No","No","Yes","No","No","No","No","No"
"boos-eifel.de","boos-eifel.de","https://boos-eifel.de","","Boos","RP","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"boos-nahe.de","boos-nahe.de","http://boos-nahe.de","","Boos","RP","No","dotgov","No","No","No","","","","","","No"
"boostedt.de","boostedt.de","http://boostedt.de","","Boostedt","SH","No","dotgov","No","No","No","","","","","","No"
"bopfingen.de","bopfingen.de","http://www.bopfingen.de","","Bopfingen","BW","No","dotgov","No","No","No","","","","","","No"
"boppard.de","boppard.de","https://www.boppard.de","","Boppard","RP","No","dotgov","No","Yes","No","No","Yes","Yes","No","No","No"
"borchen.de","borchen.de","http://www.borchen.de","","Borchen","NW","No","dotgov","No","No","No","","","","","","No"
"bordesholm.de","bordesholm.de","http://bordesholm.de","","Schmalstede","SH","No","dotgov","No","No","No","","","","","","No"
"borgentreich.de","borgentreich.de","https://www.borgentreich.de","","Borgentreich","NW","No","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"borgholzhausen.de","borgholzhausen.de","https://www.borgholzhausen.de","","Borgholzhausen","NW","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"borgsum-auf-foehr.de","borgsum-auf-foehr.de","http://borgsum-auf-foehr.de","","Borgsum","SH","No","dotgov","No","No","No","","","","","","No"
"borgwedel.de","borgwedel.de","https://www.borgwedel.de","","Borgwedel","SH","No","dotgov","No","Yes","Yes","No","Yes","No","No","No","No"
"borken-hessen.de","borken-hessen.de","http://borken-hessen.de","","Borken (Hessen)","HE","No","dotgov","No","No","No","","","","","","No"
"borken.de","borken.de","https://www.borken.de","","Borken","NW","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"borkheide.de","borkheide.de","http://www.borkheide.de","","Borkheide","BB","No","dotgov","No","No","No","","","","","","No"
"borkwalde.de","borkwalde.de","http://borkwalde.de","","Borkwalde","BB","No","dotgov","No","No","No","","","","","","No"
"borna.de","borna.de","https://www.borna.de","","Borna","SN","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"bornheim-pfalz.de","bornheim-pfalz.de","http://bornheim-pfalz.de","","Bornheim","RP","Yes","dotgov","No","No","No","","","","","","No"
"bornheim-rheinhessen.de","bornheim-rheinhessen.de","https://bornheim-rheinhessen.de","","Bornheim","RP","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"bornheim.de","bornheim.de","https://www.bornheim.de","","Bornheim","NW","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
