"Domain","URL","Branch","Agency","State","Redirect","Uses HTTPS","Enforces HTTPS","Strict Transport Security (HSTS)","Preloaded (recommended)","SSL Labs Grade"
"sachsenhausen-in-thueringen.de","http://sachsenhausen-in-thueringen.de","","Sachsenhausen","TH","No","No","","","",""
"ballendorf.de","http://ballendorf.de","","Ballendorf","BW","No","No","","","",""
"mildstedt.de","http://mildstedt.de","","Mildstedt","SH","No","No","","","",""
"darscheid.de","http://darscheid.de","","Darscheid","RP","No","No","","","",""
"klappholz.de","http://www.klappholz.de","","Klappholz","SH","No","No","","","",""
"lindenfels.de","http://lindenfels.de","","Lindenfels","HE","No","No","","","",""
"oersdorf.de","http://oersdorf.de","","Oersdorf","SH","No","No","","","",""
"claussnitz.de","http://www.claussnitz.de","","Claußnitz","SN","No","No","","","",""
"zaberfeld.de","http://www.zaberfeld.de","","Zaberfeld","BW","No","No","","","",""
"belrieth.eu","http://belrieth.eu","","Belrieth","TH","No","No","","","",""
"tiste.de","http://tiste.de","","Tiste","NI","No","No","","","",""
"trappstadt.de","http://www.trappstadt.de","","Trappstadt","BY","No","No","","","",""
"lamstedt.de","http://www.lamstedt.de","","Lamstedt","NI","No","No","","","",""
"herbstein.de","http://www.herbstein.de","","Herbstein","HE","No","No","","","",""
"hettstadt.de","http://www.hettstadt.de","","Hettstadt","BY","No","No","","","",""
"todtenweis.de","http://www.todtenweis.de","","Todtenweis","BY","No","No","","","",""
"gaildorf.de","http://www.gaildorf.de","","Gaildorf","BW","No","No","","","",""
"hirschhorn.de","https://www.hirschhorn.de","","Hirschhorn (Neckar)","HE","No","Yes","Yes","No","",""
"kohlberg-opf.de","http://kohlberg-opf.de","","Kohlberg","BY","No","No","","","",""
"bordesholm.de","http://bordesholm.de","","Negenharrie","SH","No","No","","","",""
"bergischgladbach.de","https://www.bergischgladbach.de","","Bergisch Gladbach","NW","No","Yes","Yes","No","",""
"wildeshausen.de","https://www.wildeshausen.de","","Wildeshausen","NI","No","Yes","Yes","Yes","",""
"engelstadt.de","http://engelstadt.de","","Engelstadt","RP","No","No","","","",""
"gemeinde-klingenberg.de","http://gemeinde-klingenberg.de","","Klingenberg","SN","No","No","","","",""
"oberes-geratal.de","http://www.oberes-geratal.de","","Liebenstein","TH","No","No","","","",""
"amt-kellinghusen.de","http://www.amt-kellinghusen.de","","Willenscharen","SH","No","No","","","",""
"gerdau.de","http://www.gerdau.de","","Gerdau","NI","Yes","No","","","",""
"roscheid.com","http://roscheid.com","","Roscheid","RP","No","No","","","",""
"schwafoerden.de","https://www.schwafoerden.de","","Neuenkirchen","NI","No","Yes","Yes","Yes","",""
"markt-falkenstein.eu","http://www.markt-falkenstein.eu","","Falkenstein","BY","No","No","","","",""
"leck.de","http://www.leck.de","","Leck","SH","No","No","","","",""
"zetel.de","https://www.zetel.de","","Zetel","NI","No","Yes","Yes","Yes","",""
"flecken-artlenburg.de","http://flecken-artlenburg.de","","Artlenburg","NI","No","No","","","",""
"aitrach.de","http://www.aitrach.de","","Aitrach","BW","No","No","","","",""
"stadt-bad-reichenhall.de","http://www.stadt-bad-reichenhall.de","","Bad Reichenhall","BY","No","No","","","",""
"thalheim-erzgeb.de","http://www.thalheim-erzgeb.de","","Thalheim/Erzgeb.","SN","No","No","","","",""
"moembris.de","https://www.moembris.de","","Mömbris","BY","No","Yes","Yes","Yes","",""
"eschenlohe.de","http://eschenlohe.de","","Eschenlohe","BY","No","No","","","",""
"vg-buttelstedt.de","http://vg-buttelstedt.de","","Heichelheim","TH","No","No","","","",""
"hemmoor.de","http://www.hemmoor.de","","Hemmoor","NI","No","No","","","",""
"burgkunstadt.de","http://www.burgkunstadt.de","","Burgkunstadt","BY","Yes","No","","","",""
"moosach.info","https://moosach.info","","Moosach","BY","No","Yes","Yes","No","",""
"meisburg.de","http://meisburg.de","","Meisburg","RP","No","No","","","",""
"schefflenz.de","http://www.schefflenz.de","","Schefflenz","BW","No","No","","","",""
"himmelkron.de","http://himmelkron.de","","Himmelkron","BY","No","Yes","No","No","",""
"fischbachau.de","http://www.fischbachau.de","","Fischbachau","BY","No","No","","","",""
"koethel.de","http://koethel.de","","Köthel","SH","No","No","","","",""
"bad-hersfeld.de","http://www.bad-hersfeld.de","","Bad Hersfeld","HE","No","No","","","",""
"brest.de","http://brest.de","","Brest","NI","No","No","","","",""
"bad-driburg.de","http://bad-driburg.de","","Bad Driburg","NW","No","No","","","",""
"calau.de","https://www.calau.de","","Calau","BB","No","Yes","Yes","Yes","",""
"gemeinde-lehmen.de","http://www.gemeinde-lehmen.de","","Lehmen","RP","No","No","","","",""
"huglfing.de","http://www.huglfing.de","","Huglfing","BY","No","No","","","",""
"gemeinde-igel.de","http://gemeinde-igel.de","","Igel","RP","No","No","","","",""
"genschmar.de","http://www.genschmar.de","","Bleyen-Genschmar","BB","Yes","No","","","",""
"hattingen.de","https://www.hattingen.de","","Hattingen","NW","No","Yes","Yes","No","",""
"weissdorf.de","http://www.weissdorf.de","","Weißdorf","BY","No","No","","","",""
"eschfeld.de","http://eschfeld.de","","Eschfeld","RP","No","No","","","",""
"nordleda.de","http://www.nordleda.de","","Nordleda","NI","No","No","","","",""
"frankenblick.eu","http://frankenblick.eu","","Frankenblick","TH","No","No","","","",""
"herbrechtingen.de","http://www.herbrechtingen.de","","Herbrechtingen","BW","No","No","","","",""
"herzberg.de","http://www.herzberg.de","","Herzberg am Harz","NI","No","No","","","",""
"schwerstedt-weimar.de","http://schwerstedt-weimar.de","","Schwerstedt","TH","No","No","","","",""
"forst-baden.de","http://www.forst-baden.de","","Forst","BW","No","No","","","",""
"pinnow-mv.de","http://pinnow-mv.de","","Pinnow","MV","No","No","","","",""
"stadt-bad-harzburg.de","http://www.stadt-bad-harzburg.de","","Bad Harzburg","NI","No","No","","","",""
"stipshausen.de","http://stipshausen.de","","Stipshausen","RP","No","No","","","",""
"greifenberg.info","http://greifenberg.info","","Greifenberg","BY","No","No","","","",""
"amt-ruhland.de","http://amt-ruhland.de","","Hohenbocka","BB","No","No","","","",""
"sundern.de","http://www.sundern.de","","Sundern","NW","No","No","","","",""
"stadelhofen-oberfranken.de","http://www.stadelhofen-oberfranken.de","","Stadelhofen","BY","No","No","","","",""
"boennigheim.de","http://www.boennigheim.de","","Bönnigheim","BW","No","No","","","",""
"scherstetten.de","http://scherstetten.de","","Scherstetten","BY","No","No","","","",""
"perlesreut.de","http://www.perlesreut.de","","Perlesreut","BY","No","No","","","",""
"sg-hage.de","http://sg-hage.de","","Hage","NI","No","No","","","",""
"bruchkoebel.de","http://www.bruchkoebel.de","","Bruchköbel","HE","No","No","","","",""
"retzstadt.de","http://www.retzstadt.de","","Retzstadt","BY","No","No","","","",""
"uelsby.de","http://uelsby.de","","Uelsby","SH","No","No","","","",""
"memmingen.de","http://www.memmingen.de","","Memmingen","BY","No","Yes","No","No","",""
"vg-koetz.de","http://www.vg-koetz.de","","Kötz","BY","No","No","","","",""
"brockscheid.de","http://brockscheid.de","","Brockscheid","RP","No","No","","","",""
"bad-ems.de","http://www.bad-ems.de","","Bad Ems","RP","No","No","","","",""
"schwartbuck.de","http://schwartbuck.de","","Schwartbuck","SH","No","No","","","",""
"grossweitzschen.de","http://www.grossweitzschen.de","","Großweitzschen","SN","No","No","","","",""
"hoenningen-ahr.de","http://www.hoenningen-ahr.de","","Hönningen","RP","No","No","","","",""
"witsum-auf-foehr.de","http://www.witsum-auf-foehr.de","","Witsum","SH","Yes","No","","","",""
"vogelsberg-thueringen.de","http://vogelsberg-thueringen.de","","Vogelsberg","TH","No","No","","","",""
"neulehe.de","http://neulehe.de","","Neulehe","NI","No","No","","","",""
"frankeneck.de","http://frankeneck.de","","Frankeneck","RP","No","No","","","",""
"jesewitz.de","http://www.jesewitz.de","","Jesewitz","SN","No","No","","","",""
"simmern-ww.de","http://simmern-ww.de","","Simmern","RP","No","No","","","",""
"hungen.de","http://www.hungen.de","","Hungen","HE","No","No","","","",""
"roegling.de","http://www.roegling.de","","Rögling","BY","No","No","","","",""
"genthin.de","http://www.genthin.de","","Genthin","ST","Yes","No","","","",""
"fuerstenzell.de","http://www.fuerstenzell.de","","Fürstenzell","BY","No","No","","","",""
"nordheimvdrhoen.rhoen-saale.net","https://www.nordheimvdrhoen.rhoen-saale.net","","Nordheim vor der Rhön","BY","No","No","","","",""
"langeln.de","https://www.langeln.de","","Langeln","SH","No","Yes","Yes","Yes","",""
"schimberg-online.de","http://schimberg-online.de","","Schimberg","TH","No","No","","","",""
"ochtrup.de","http://www.ochtrup.de","","Ochtrup","NW","No","No","","","",""
"hohenfurch.de","http://hohenfurch.de","","Hohenfurch","BY","No","No","","","",""
"rohrbach-schwarzatal.de","http://rohrbach-schwarzatal.de","","Rohrbach","TH","No","No","","","",""
"gemeinde-nahe.de","https://www.gemeinde-nahe.de","","Nahe","SH","No","Yes","Yes","Yes","",""
"roedental.de","http://roedental.de","","Rödental","BY","No","No","","","",""
"ederheim.de","http://ederheim.de","","Ederheim","BY","No","No","","","",""
"rogaetz.de","http://www.rogaetz.de","","Rogätz","ST","No","No","","","",""
"ortsgemeinde-gondershausen.de","http://www.ortsgemeinde-gondershausen.de","","Gondershausen","RP","No","No","","","",""
"niederkostenz.de","http://www.niederkostenz.de","","Nieder Kostenz","RP","No","No","","","",""
"diespeck.de","http://www.diespeck.de","","Diespeck","BY","No","No","","","",""
"woerth-donau.de","http://www.woerth-donau.de","","Wörth an der Donau","BY","No","No","","","",""
"grossharthau.de","http://www.grossharthau.de","","Großharthau","SN","No","No","","","",""
"wolmirsleben.de","http://wolmirsleben.de","","Wolmirsleben","ST","No","No","","","",""
"gottenheim.de","http://www.gottenheim.de","","Gottenheim","BW","No","No","","","",""
"amt-joachimsthal.de","http://www.amt-joachimsthal.de","","Friedrichswalde","BB","No","No","","","",""
"kienberg.eu","http://kienberg.eu","","Kienberg","BY","No","No","","","",""
"elsterberg.de","http://elsterberg.de","","Elsterberg","SN","No","No","","","",""
"aldersbach.de","http://aldersbach.de","","Aldersbach","BY","No","Yes","No","No","",""
"westernohe.de","http://westernohe.de","","Westernohe","RP","No","No","","","",""
"gumbsheim.de","http://gumbsheim.de","","Gumbsheim","RP","No","No","","","",""
"isterberg.de","http://www.isterberg.de","","Isterberg","NI","No","No","","","",""
"stadt-magdala.de","http://stadt-magdala.de","","Kleinschwabhausen","TH","No","No","","","",""
"dorf-hahn.de","http://dorf-hahn.de","","Hahn","RP","No","No","","","",""
"bibertal.de","http://www.bibertal.de","","Bibertal","BY","No","No","","","",""
"niesky.de","http://niesky.de","","Niesky","SN","No","No","","","",""
"fluorn-winzeln.de","http://www.fluorn-winzeln.de","","Fluorn-Winzeln","BW","No","No","","","",""
"wildenfels.de","http://www.wildenfels.de","","Wildenfels","SN","No","No","","","",""
"lindlar.de","http://www.lindlar.de","","Lindlar","NW","No","No","","","",""
"duesseldorf.de","https://www.duesseldorf.de","","Düsseldorf","NW","No","Yes","Yes","No","",""
"putzbrunn.de","http://putzbrunn.de","","Putzbrunn","BY","No","No","","","",""
"jatznick.de","http://jatznick.de","","Jatznick","MV","No","No","","","",""
"zell-u-a.de","http://www.zell-u-a.de","","Zell unter Aichelberg","BW","Yes","No","","","",""
"ilvesheim.de","http://www.ilvesheim.de","","Ilvesheim","BW","No","No","","","",""
"goessweinstein.de","http://www.goessweinstein.de","","Gößweinstein","BY","No","No","","","",""
"nussdorf-chiemgau.de","http://nussdorf-chiemgau.de","","Nußdorf","BY","No","No","","","",""
"kuelsheim.de","http://www.kuelsheim.de","","Külsheim","BW","No","No","","","",""
"hattstedt.de","http://www.hattstedt.de","","Hattstedt","SH","No","No","","","",""
"cms.xn--knigsee-rottenbach-d3b.de","http://cms.xn--knigsee-rottenbach-d3b.de","","Königsee-Rottenbach","TH","No","No","","","",""
"poxdorf.de","http://www.poxdorf.de","","Poxdorf","BY","No","No","","","",""
"bonerath.de","http://bonerath.de","","Bonerath","RP","No","No","","","",""
"lippetal.de","http://www.lippetal.de","","Lippetal","NW","No","No","","","",""
"blaichach.de","http://www.blaichach.de","","Blaichach","BY","Yes","No","","","",""
"stadt-dohna.de","http://stadt-dohna.de","","Dohna","SN","No","Yes","No","No","",""
"schoenhorst.eu","http://www.schoenhorst.eu","","Schönhorst","SH","No","No","","","",""
"fleckeby.de","http://fleckeby.de","","Fleckeby","SH","No","No","","","",""
"gross-kreutz.de","http://www.gross-kreutz.de","","Groß Kreutz","BB","No","No","","","",""
"warstein.de","http://www.warstein.de","","Warstein","NW","No","Yes","No","No","",""
"taufkirchen-mucl.de","http://www.taufkirchen-mucl.de","","Taufkirchen","BY","No","No","","","",""
"giengen.de","http://www.giengen.de","","Giengen an der Brenz","BW","No","No","","","",""
"bad-brueckenau.de","http://www.bad-brueckenau.de","","Bad Brückenau","BY","No","No","","","",""
"zell-im-wiesental.de","http://zell-im-wiesental.de","","Zell im Wiesental","BW","No","No","","","",""
"grosspostwitz.de","http://grosspostwitz.de","","Großpostwitz","SN","No","No","","","",""
"roeckingen.de","http://roeckingen.de","","Röckingen","BY","No","No","","","",""
"gemeinde-welling.de","http://gemeinde-welling.de","","Welling","RP","No","No","","","",""
"ahrenshoeft.de","http://ahrenshoeft.de","","Ahrenshöft","SH","No","No","","","",""
"altenkunstadt.de","http://www.altenkunstadt.de","","Altenkunstadt","BY","No","No","","","",""
"stadt-ratingen.de","http://www.stadt-ratingen.de","","Ratingen","NW","No","No","","","",""
"hergersweiler.de","http://hergersweiler.de","","Hergersweiler","RP","No","No","","","",""
"eriskirch.de","http://www.eriskirch.de","","Eriskirch","BW","No","No","","","",""
"sachsenhagen.de","http://sachsenhagen.de","","Sachsenhagen","NI","No","No","","","",""
"bonndorf.de","https://bonndorf.de","","Bonndorf im Schwarzwald","BW","No","Yes","Yes","No","",""
"weilerbach.de","http://weilerbach.de","","Kollweiler","RP","No","No","","","",""
"stadt-bobingen.de","http://stadt-bobingen.de","","Bobingen","BY","No","No","","","",""
"sessenbach.de","http://sessenbach.de","","Sessenbach","RP","No","No","","","",""
"bergen-online.de","http://www.bergen-online.de","","Bergen","NI","No","Yes","No","No","",""
"oberdachstetten.de","http://www.oberdachstetten.de","","Oberdachstetten","BY","No","No","","","",""
"benshausen.de","http://www.benshausen.de","","Benshausen","TH","No","No","","","",""
"gemeinde-balow.de","http://www.gemeinde-balow.de","","Balow","MV","No","No","","","",""
"oberstadion.de","http://www.oberstadion.de","","Oberstadion","BW","No","No","","","",""
"kirchheilingen.com","http://kirchheilingen.com","","Kirchheilingen","TH","No","No","","","",""
"erlenbach-hn.de","http://www.erlenbach-hn.de","","Erlenbach","BW","No","No","","","",""
"burkhardtsdorf.de","http://www.burkhardtsdorf.de","","Burkhardtsdorf","SN","No","No","","","",""
"grimma.de","http://www.grimma.de","","Grimma","SN","No","No","","","",""
"uettfeld.de","http://uettfeld.de","","Üttfeld","RP","No","No","","","",""
"woelfersheim.de","http://woelfersheim.de","","Wölfersheim","HE","No","No","","","",""
"eichsfeld-wipperaue.de","http://eichsfeld-wipperaue.de","","Buhla","TH","No","No","","","",""
"emstek.de","http://www.emstek.de","","Emstek","NI","No","No","","","",""
"burglahr.de","http://burglahr.de","","Burglahr","RP","No","No","","","",""
"hilders.de","http://www.hilders.de","","Hilders","HE","No","No","","","",""
"quickborn.de","http://www.quickborn.de","","Quickborn","SH","No","No","","","",""
"stadt-neustadt.de","http://stadt-neustadt.de","","Neustadt in Holstein","SH","No","Yes","No","No","",""
"amt-oldenburg-land.de","http://amt-oldenburg-land.de","","Neukirchen","SH","No","No","","","",""
"boerger-huemmling.de","http://www.boerger-huemmling.de","","Börger","NI","Yes","No","","","",""
"gemeinde-surberg.de","http://gemeinde-surberg.de","","Surberg","BY","No","No","","","",""
"umkirch.de","http://www.umkirch.de","","Umkirch","BW","No","Yes","No","No","",""
"narsdorf.de","http://narsdorf.de","","Narsdorf","SN","No","No","","","",""
"niederstetten.de","http://niederstetten.de","","Niederstetten","BW","No","Yes","No","No","",""
"dingolfing.de","http://www.dingolfing.de","","Dingolfing","BY","No","No","","","",""
"hille.de","http://www.hille.de","","Hille","NW","No","No","","","",""
"gemeinde-pokrent.de","http://www.gemeinde-pokrent.de","","Pokrent","MV","No","No","","","",""
"vgflammersfeld.de","http://www.vgflammersfeld.de","","Ziegenhain","RP","No","No","","","",""
"neu-wulmstorf.de","https://www.neu-wulmstorf.de","","Neu Wulmstorf","NI","No","Yes","Yes","Yes","",""
"gessertshausen.de","http://www.gessertshausen.de","","Gessertshausen","BY","No","No","","","",""
"havixbeck.de","http://www.havixbeck.de","","Havixbeck","NW","No","No","","","",""
"gemeinde-farchant.de","http://www.gemeinde-farchant.de","","Farchant","BY","No","No","","","",""
"amt-franzburg-richtenberg.de","http://amt-franzburg-richtenberg.de","","Velgast","MV","No","No","","","",""
"gemeinde-poelitz.de","http://gemeinde-poelitz.de","","Pölitz","SH","No","No","","","",""
"sulzbach-main.de","http://sulzbach-main.de","","Sulzbach am Main","BY","No","No","","","",""
"gemeinde-kunreuth.de","http://www.gemeinde-kunreuth.de","","Kunreuth","BY","Yes","No","","","",""
"schmalkalden.de","http://www.schmalkalden.de","","Schmalkalden","TH","No","No","","","",""
"gemeinde-arenrath.de","http://www.gemeinde-arenrath.de","","Arenrath","RP","No","No","","","",""
"asendorf.info","http://asendorf.info","","Asendorf","NI","No","No","","","",""
"gemeinde-scharbeutz.de","http://www.gemeinde-scharbeutz.de","","Scharbeutz","SH","No","No","","","",""
"krummennaab.de","http://krummennaab.de","","Krummennaab","BY","No","No","","","",""
"stadt-schweich.de","http://www.stadt-schweich.de","","Schweich","RP","No","No","","","",""
"hahnstaetten.de","http://www.hahnstaetten.de","","Hahnstätten","RP","Yes","No","","","",""
"sulzheim-rhh.de","http://sulzheim-rhh.de","","Sulzheim","RP","No","No","","","",""
"graefenthal.de","http://graefenthal.de","","Gräfenthal","TH","No","No","","","",""
"gemeinde-badenweiler.de","http://www.gemeinde-badenweiler.de","","Badenweiler","BW","No","No","","","",""
"halstenbek.de","http://www.halstenbek.de","","Halstenbek","SH","No","No","","","",""
"badmuskau.de","http://www.badmuskau.de","","Bad Muskau","SN","No","No","","","",""
"lemwerder.de","http://lemwerder.de","","Lemwerder","NI","No","No","","","",""
"wolfsburg.de","http://wolfsburg.de","","Wolfsburg","NI","No","No","","","",""
"hohenroda.de","http://hohenroda.de","","Hohenroda","HE","No","No","","","",""
"diesdorf.de","http://diesdorf.de","","Diesdorf","ST","No","No","","","",""
"pfalzgrafenweiler.de","http://www.pfalzgrafenweiler.de","","Pfalzgrafenweiler","BW","No","No","","","",""
"espenau.de","http://www.espenau.de","","Espenau","HE","Yes","No","","","",""
"warmsen.de","http://www.warmsen.de","","Warmsen","NI","Yes","No","","","",""
"burg-stargard.de","http://www.burg-stargard.de","","Pragsdorf","MV","No","No","","","",""
"pfofeld.de","http://www.pfofeld.de","","Pfofeld","BY","Yes","No","","","",""
"frankenstein.de","http://frankenstein.de","","Frankenstein","RP","No","No","","","",""
"gemeinde-benz.de","http://gemeinde-benz.de","","Benz (Usedom)","MV","No","No","","","",""
"kirchdorf-im-wald.de","http://www.kirchdorf-im-wald.de","","Kirchdorf im Wald","BY","No","No","","","",""
"neuhausen-enzkreis.de","http://www.neuhausen-enzkreis.de","","Neuhausen","BW","No","No","","","",""
"dieblich.net","http://dieblich.net","","Dieblich","RP","No","No","","","",""
"kronsgaard.de","http://kronsgaard.de","","Kronsgaard","SH","No","No","","","",""
"schonungen.de","http://www.schonungen.de","","Schonungen","BY","No","No","","","",""
"bodensee-eichsfeld.de","http://www.bodensee-eichsfeld.de","","Bodensee","NI","No","No","","","",""
"gemeinde-kettig.de","http://www.gemeinde-kettig.de","","Kettig","RP","Yes","No","","","",""
"reichersbeuern.de","http://www.reichersbeuern.de","","Reichersbeuern","BY","No","No","","","",""
"grossschwabhausen.de","http://grossschwabhausen.de","","Großschwabhausen","TH","No","No","","","",""
"barendorf.info","https://barendorf.info","","Barendorf","NI","No","Yes","Yes","No","",""
"dannenfels.de","http://dannenfels.de","","Dannenfels","RP","No","No","","","",""
"propstei-zella.de","http://propstei-zella.de","","Zella/Rhön","TH","No","No","","","",""
"achtrup.de","http://achtrup.de","","Achtrup","SH","No","No","","","",""
"melsungen.de","http://www.melsungen.de","","Melsungen","HE","No","No","","","",""
"blaufelden.de","http://www.blaufelden.de","","Blaufelden","BW","No","No","","","",""
"kiefersfelden.de","http://www.kiefersfelden.de","","Kiefersfelden","BY","No","No","","","",""
"huenfelden.de","http://www.huenfelden.de","","Hünfelden","HE","No","No","","","",""
"ronnenberg.de","https://www.ronnenberg.de","","Ronnenberg","NI","No","Yes","Yes","Yes","",""
"oldenburg.de","http://www.oldenburg.de","","Oldenburg","NI","No","Yes","No","No","",""
"burgau.de","https://burgau.de","","Burgau","BY","No","Yes","Yes","No","",""
"gemeinde-fuerth.de","http://www.gemeinde-fuerth.de","","Fürth","HE","No","No","","","",""
"neuss.de","http://www.neuss.de","","Neuss","NW","No","Yes","No","No","",""
"diethardt.de","http://diethardt.de","","Diethardt","RP","No","No","","","",""
"altenstadt.de","http://www.altenstadt.de","","Altenstadt","HE","No","No","","","",""
"hennef.de","http://hennef.de","","Hennef (Sieg)","NW","No","No","","","",""
"hangen-weisheim.de","https://hangen-weisheim.de","","Hangen-Weisheim","RP","No","Yes","Yes","No","",""
"bode-holtemme.de","http://www.bode-holtemme.de","","Groß Quenstedt","ST","Yes","No","","","",""
"gerabronn.de","http://gerabronn.de","","Gerabronn","BW","No","No","","","",""
"pluwig.de","http://pluwig.de","","Pluwig","RP","No","No","","","",""
"badbirnbach.de","http://www.badbirnbach.de","","Bad Birnbach","BY","No","No","","","",""
"wacken.de","http://wacken.de","","Wacken","SH","No","No","","","",""
"ansbach.de","http://www.ansbach.de","","Ansbach","BY","No","No","","","",""
"guldental.de","http://www.guldental.de","","Guldental","RP","No","No","","","",""
"neefmosel.de","http://neefmosel.de","","Neef","RP","No","No","","","",""
"crawinkel.de","http://crawinkel.de","","Crawinkel","TH","No","No","","","",""
"rhens.welterbe-mittelrhein.de","http://rhens.welterbe-mittelrhein.de","","Rhens","RP","No","No","","","",""
"hintersee-online.de","http://hintersee-online.de","","Hintersee","MV","No","No","","","",""
"petersaurach.de","http://petersaurach.de","","Petersaurach","BY","No","No","","","",""
"feldafing.de","http://feldafing.de","","Feldafing","BY","No","No","","","",""
"doetlingen.de","http://doetlingen.de","","Dötlingen","NI","No","No","","","",""
"altenahr-ahr.de","http://www.altenahr-ahr.de","","Altenahr","RP","No","No","","","",""
"steinen.de","https://www.steinen.de","","Steinen","BW","No","Yes","Yes","No","",""
"kropp.de","http://kropp.de","","Börm","SH","No","Yes","No","No","",""
"derental.de","http://derental.de","","Derental","NI","No","No","","","",""
"kommen.de","http://www.kommen.de","","Kommen","RP","Yes","No","","","",""
"braunsbach.de","http://www.braunsbach.de","","Braunsbach","BW","No","No","","","",""
"gemeinde-niederbrombach.de","http://gemeinde-niederbrombach.de","","Niederbrombach","RP","No","No","","","",""
"konzell.de","http://www.konzell.de","","Konzell","BY","No","No","","","",""
"wittenfoerden.de","http://www.wittenfoerden.de","","Wittenförden","MV","No","No","","","",""
"gemeinde-murr.de","http://www.gemeinde-murr.de","","Murr","BW","No","No","","","",""
"rheine.de","http://www.rheine.de","","Rheine","NW","No","Yes","No","No","",""
"stadt-gifhorn.de","https://www.stadt-gifhorn.de","","Gifhorn","NI","No","Yes","Yes","Yes","",""
"niedereschach.de","http://www.niedereschach.de","","Niedereschach","BW","No","No","","","",""
"chamerau.de","http://www.chamerau.de","","Chamerau","BY","No","No","","","",""
"radevormwald.de","http://www.radevormwald.de","","Radevormwald","NW","No","No","","","",""
"buedesheim-eifel.de","http://buedesheim-eifel.de","","Büdesheim","RP","No","No","","","",""
"raunheim.de","http://www.raunheim.de","","Raunheim","HE","No","No","","","",""
"piesport.de","http://www.piesport.de","","Piesport","RP","No","No","","","",""
"lemgo.net","http://www.lemgo.net","","Lemgo","NW","No","No","","","",""
"neuenbuerg.de","http://neuenbuerg.de","","Neuenbürg","BW","No","No","","","",""
"ramsla.de","http://ramsla.de","","Ramsla","TH","No","No","","","",""
"neuffen.de","http://www.neuffen.de","","Neuffen","BW","No","No","","","",""
"stadt-creussen.de","https://www.stadt-creussen.de","","Creußen","BY","No","Yes","Yes","Yes","",""
"westerrade.de","http://westerrade.de","","Westerrade","SH","No","No","","","",""
"wilhelmsdorf.de","http://www.wilhelmsdorf.de","","Wilhelmsdorf","BY","No","No","","","",""
"netzbach.de","http://netzbach.de","","Netzbach","RP","No","No","","","",""
"hessisch-lichtenau.de","http://www.hessisch-lichtenau.de","","Hessisch Lichtenau","HE","No","No","","","",""
"ladenburg.de","https://ladenburg.de","","Ladenburg","BW","No","Yes","Yes","No","",""
"fritzlar.de","http://fritzlar.de","","Fritzlar","HE","No","No","","","",""
"hachenburg.de","http://www.hachenburg.de","","Hachenburg","RP","Yes","No","","","",""
"oberdreis.de","https://oberdreis.de","","Oberdreis","RP","No","Yes","Yes","No","",""
"grosserlach.de","http://www.grosserlach.de","","Großerlach","BW","No","No","","","",""
"baiern.eu","http://baiern.eu","","Baiern","BY","No","No","","","",""
"alsbach-haehnlein.de","https://www.alsbach-haehnlein.de","","Alsbach-Hähnlein","HE","No","Yes","Yes","No","",""
"ulrichstein.de","http://www.ulrichstein.de","","Ulrichstein","HE","No","No","","","",""
"stadland.de","http://www.stadland.de","","Stadland","NI","No","No","","","",""
"creuzburg-online.de","http://creuzburg-online.de","","Creuzburg","TH","No","No","","","",""
"gemeinde-hamdorf.de","http://gemeinde-hamdorf.de","","Hamdorf","SH","No","No","","","",""
"graefelfing.de","http://www.graefelfing.de","","Gräfelfing","BY","No","No","","","",""
"gemeinde-heidesee.de","http://gemeinde-heidesee.de","","Heidesee","BB","No","No","","","",""
"lebrade.de","http://lebrade.de","","Lebrade","SH","No","No","","","",""
"wurzen.de","https://www.wurzen.de","","Wurzen","SN","No","Yes","Yes","Yes","",""
"tangermuende.de","http://www.tangermuende.de","","Tangermünde","ST","No","No","","","",""
"herxheimweyher.de","http://www.herxheimweyher.de","","Herxheimweyher","RP","No","No","","","",""
"altenahr.de","http://www.altenahr.de","","Kalenborn","RP","No","No","","","",""
"gemeinde-helpsen.de","http://gemeinde-helpsen.de","","Helpsen","NI","No","No","","","",""
"stadtkyll.de","http://stadtkyll.de","","Stadtkyll","RP","No","No","","","",""
"oberreichenbach.de","http://www.oberreichenbach.de","","Oberreichenbach","BW","No","No","","","",""
"buesingen.de","http://www.buesingen.de","","Büsingen am Hochrhein","BW","No","No","","","",""
"giessen.de","https://giessen.de","","Gießen","HE","No","Yes","Yes","No","",""
"marktleugast.de","http://marktleugast.de","","Marktleugast","BY","No","No","","","",""
"krottelbach.de","http://krottelbach.de","","Krottelbach","RP","No","No","","","",""
"betzdorf.de","http://www.betzdorf.de","","Scheuerfeld","RP","No","Yes","No","No","",""
"unterneukirchen.de","https://www.unterneukirchen.de","","Unterneukirchen","BY","No","Yes","Yes","No","",""
"clenze.de","http://www.clenze.de","","Clenze","NI","Yes","No","","","",""
"buggingen.de","http://www.buggingen.de","","Buggingen","BW","No","No","","","",""
"hohenlockstedt.de","http://www.hohenlockstedt.de","","Hohenlockstedt","SH","No","No","","","",""
"steinfurt.de","http://www.steinfurt.de","","Steinfurt","NW","Yes","Yes","Yes","No","",""
"herrstein.de","http://herrstein.de","","Herrstein","RP","No","No","","","",""
"karlsbad.de","http://www.karlsbad.de","","Karlsbad (Baden)","BW","No","No","","","",""
"badoldesloe.de","http://badoldesloe.de","","Bad Oldesloe","SH","No","No","","","",""
"baisweil.de","http://www.baisweil.de","","Baisweil","BY","Yes","No","","","",""
