"Domain","URL","Branch","Agency","State","Redirect","Uses HTTPS","Enforces HTTPS","Strict Transport Security (HSTS)","Preloaded (recommended)","SSL Labs Grade"
"grosskummerfeld.de","http://www.grosskummerfeld.de","","Groß Kummerfeld","SH","No","No","","","",""
"bruecken.de","http://www.bruecken.de","","Brücken","RP","Yes","No","","","",""
"gemeinde-bosau.de","http://gemeinde-bosau.de","","Bosau","SH","No","No","","","",""
"oberbrombach.de","http://oberbrombach.de","","Oberbrombach","RP","No","No","","","",""
"rodenbach.de","https://rodenbach.de","","Rodenbach","HE","No","Yes","Yes","No","",""
"travenhorst.de","http://travenhorst.de","","Travenhorst","SH","No","No","","","",""
"amt-wachsenburg.de","http://www.amt-wachsenburg.de","","Amt Wachsenburg","TH","No","No","","","",""
"nordsehl-online.de","http://www.nordsehl-online.de","","Nordsehl","NI","No","No","","","",""
"gemeinde-uder.de","http://gemeinde-uder.de","","Uder","TH","No","No","","","",""
"wiehl.de","http://www.wiehl.de","","Wiehl","NW","No","No","","","",""
"husum.org","http://husum.org","","Gröde","SH","No","No","","","",""
"donauwoerth.de","http://www.donauwoerth.de","","Donauwörth","BY","No","No","","","",""
"sieversdorf-hohenofen.de","http://www.sieversdorf-hohenofen.de","","Sieversdorf-Hohenofen","BB","No","No","","","",""
"ortsgemeinde-scheidt.de","http://ortsgemeinde-scheidt.de","","Scheidt","RP","No","No","","","",""
"gemeinde-krauthausen.de","http://www.gemeinde-krauthausen.de","","Krauthausen","TH","No","No","","","",""
"ferdinandshof.de","http://ferdinandshof.de","","Ferdinandshof","MV","No","No","","","",""
"wiesemscheider.de","http://wiesemscheider.de","","Wiesemscheid","RP","No","No","","","",""
"parkstein.de","http://www.parkstein.de","","Parkstein","BY","No","No","","","",""
"unterreit.de","http://unterreit.de","","Unterreit","BY","No","No","","","",""
"reinsbuettel.de","http://reinsbuettel.de","","Reinsbüttel","SH","No","No","","","",""
"borken-hessen.de","http://www.borken-hessen.de","","Borken (Hessen)","HE","No","No","","","",""
"waldhufen.de","http://waldhufen.de","","Waldhufen","SN","No","No","","","",""
"krumstedt.de","http://www.krumstedt.de","","Krumstedt","SH","No","No","","","",""
"lauchheim.de","http://www.lauchheim.de","","Lauchheim","BW","No","No","","","",""
"gueglingen.de","http://www.gueglingen.de","","Güglingen","BW","No","No","","","",""
"traben-trarbach.de","http://www.traben-trarbach.de","","Traben-Trarbach","RP","No","No","","","",""
"loellbach.de","http://loellbach.de","","Löllbach","RP","No","No","","","",""
"aventoft.de","http://www.aventoft.de","","Aventoft","SH","No","No","","","",""
"frankenwinheim.de","http://www.frankenwinheim.de","","Frankenwinheim","BY","No","No","","","",""
"seeon-seebruck.de","http://www.seeon-seebruck.de","","Seeon-Seebruck","BY","No","No","","","",""
"alken.de","http://alken.de","","Alken","RP","No","No","","","",""
"saarbruecken.de","http://www.saarbruecken.de","","Saarbrücken","SL","No","No","","","",""
"asselfingen.de","http://asselfingen.de","","Asselfingen","BW","No","No","","","",""
"duerrwangen.de","http://duerrwangen.de","","Dürrwangen","BY","No","No","","","",""
"feilitzsch.de","http://www.feilitzsch.de","","Feilitzsch","BY","No","No","","","",""
"hassmersheim.de","http://www.hassmersheim.de","","Haßmersheim","BW","No","No","","","",""
"oberrot.de","http://www.oberrot.de","","Oberrot","BW","No","No","","","",""
"peterslahr.de","http://peterslahr.de","","Peterslahr","RP","No","No","","","",""
"sulzberg.de","http://sulzberg.de","","Sulzberg","BY","No","No","","","",""
"amt-nordsee-treene.de","http://www.amt-nordsee-treene.de","","Fresendelf","SH","No","No","","","",""
"bechtsrieth.de","http://bechtsrieth.de","","Bechtsrieth","BY","No","No","","","",""
"traitsching.de","http://traitsching.de","","Traitsching","BY","No","No","","","",""
"kamp-lintfort.de","https://www.kamp-lintfort.de","","Kamp-Lintfort","NW","No","Yes","Yes","No","",""
"lahntal.de","http://lahntal.de","","Lahntal","HE","No","No","","","",""
"wittenbeck.com","http://wittenbeck.com","","Wittenbeck","MV","No","No","","","",""
"weilmuenster.de","http://weilmuenster.de","","Weilmünster","HE","No","No","","","",""
"unterstadion.de","http://unterstadion.de","","Unterstadion","BW","No","No","","","",""
"badlangensalza.de","http://www.badlangensalza.de","","Bad Langensalza","TH","No","No","","","",""
"gemeinde-petting.de","http://gemeinde-petting.de","","Petting","BY","No","No","","","",""
"griesingen.de","http://www.griesingen.de","","Griesingen","BW","No","No","","","",""
"gundersheim.de","https://gundersheim.de","","Gundersheim","RP","No","Yes","Yes","No","",""
"amt-goldberg-mildenitz.de","https://www.amt-goldberg-mildenitz.de","","Dobbertin","MV","No","Yes","Yes","Yes","",""
"springstille.de","http://springstille.de","","Springstille","TH","No","No","","","",""
"schwedelbach.de","http://schwedelbach.de","","Schwedelbach","RP","No","No","","","",""
"oberfell.de","http://oberfell.de","","Oberfell","RP","No","No","","","",""
"uelzen.de","http://www.uelzen.de","","Uelzen","NI","No","No","","","",""
"gemeinde-meissner.de","http://www.gemeinde-meissner.de","","Meißner","HE","No","No","","","",""
"feucht.de","http://www.feucht.de","","Feucht","BY","No","No","","","",""
"hassendorf.de","http://www.hassendorf.de","","Hassendorf","NI","Yes","No","","","",""
"uttenreuth.de","http://www.uttenreuth.de","","Uttenreuth","BY","Yes","No","","","",""
"neidenfels.de","http://neidenfels.de","","Neidenfels","RP","No","No","","","",""
"neunkirchen-unterfranken.de","http://neunkirchen-unterfranken.de","","Neunkirchen","BY","No","No","","","",""
"neutraubling.de","http://neutraubling.de","","Neutraubling","BY","No","No","","","",""
"lauffen.de","https://www.lauffen.de","","Lauffen am Neckar","BW","No","Yes","Yes","No","",""
"johannesberg.de","http://www.johannesberg.de","","Johannesberg","BY","No","No","","","",""
"hauroth.de","http://hauroth.de","","Hauroth","RP","No","No","","","",""
"theilheim.de","http://theilheim.de","","Theilheim","BY","No","No","","","",""
"pfinztal.de","http://pfinztal.de","","Pfinztal","BW","No","No","","","",""
"doebern.de","http://www.doebern.de","","Döbern","BB","No","No","","","",""
"osterstedt.de","http://osterstedt.de","","Osterstedt","SH","No","No","","","",""
"wallhalben.de","http://www.wallhalben.de","","Hettenhausen","RP","Yes","No","","","",""
"gemeinde-birkenhuegel.de","http://gemeinde-birkenhuegel.de","","Birkenhügel","TH","No","No","","","",""
"gimbsheim.de","http://gimbsheim.de","","Gimbsheim","RP","No","No","","","",""
"wyhl.de","http://www.wyhl.de","","Wyhl am Kaiserstuhl","BW","No","No","","","",""
"hopferau.de","https://www.hopferau.de","","Hopferau","BY","No","Yes","Yes","No","",""
"spraitbach.de","http://www.spraitbach.de","","Spraitbach","BW","No","No","","","",""
"baar-schwaben.de","http://www.baar-schwaben.de","","Baar","BY","No","No","","","",""
"amt-foehr-amrum.de","http://amt-foehr-amrum.de","","Alkersum","SH","No","Yes","No","No","",""
"geroldsgruen.de","http://www.geroldsgruen.de","","Geroldsgrün","BY","No","No","","","",""
"gehrde.de","http://www.gehrde.de","","Gehrde","NI","No","No","","","",""
"oberstreu.de","http://www.oberstreu.de","","Oberstreu","BY","Yes","No","","","",""
"voehringen-bw.de","http://www.voehringen-bw.de","","Vöhringen","BW","No","No","","","",""
"fischerbach.de","http://www.fischerbach.de","","Fischerbach","BW","No","Yes","No","No","",""
"oberviechtach.de","http://oberviechtach.de","","Oberviechtach","BY","No","No","","","",""
"ostheide.de","http://www.ostheide.de","","Thomasburg","NI","No","No","","","",""
"boenningstedt.de","http://www.boenningstedt.de","","Bönningstedt","SH","No","No","","","",""
"binningen.de","http://www.binningen.de","","Binningen","RP","No","No","","","",""
"witzeeze.de","http://www.witzeeze.de","","Witzeeze","SH","Yes","No","","","",""
"hann.muenden.de","http://www.hann.muenden.de","","Hann. Münden","NI","No","No","","","",""
"vg-dannstadt-schauernheim.de","https://www.vg-dannstadt-schauernheim.de","","Dannstadt-Schauernheim","RP","No","Yes","Yes","No","",""
"tuessling.de","http://www.tuessling.de","","Tüßling","BY","Yes","No","","","",""
"stade.de","http://stade.de","","Stade","NI","No","No","","","",""
"waldsee.de","http://waldsee.de","","Waldsee","RP","No","No","","","",""
"mittenwalde.de","http://mittenwalde.de","","Mittenwalde","BB","No","No","","","",""
"betzenstein.de","http://betzenstein.de","","Betzenstein","BY","No","No","","","",""
"zaisenhausen.de","http://www.zaisenhausen.de","","Zaisenhausen","BW","No","No","","","",""
"schweitenkirchen.de","http://schweitenkirchen.de","","Schweitenkirchen","BY","No","No","","","",""
"quirnbach-pfalz.de","http://quirnbach-pfalz.de","","Quirnbach","RP","No","No","","","",""
"schwabmuenchen.de","http://www.schwabmuenchen.de","","Schwabmünchen","BY","No","No","","","",""
"weinolsheim.de","http://weinolsheim.de","","Weinolsheim","RP","No","No","","","",""
"dillenburg.de","http://dillenburg.de","","Dillenburg","HE","No","No","","","",""
"niederzissen.de","https://niederzissen.de","","Niederzissen","RP","No","Yes","Yes","No","",""
"gemeinde-helsa.de","http://www.gemeinde-helsa.de","","Helsa","HE","No","No","","","",""
"wustermark.de","http://www.wustermark.de","","Wustermark","BB","No","No","","","",""
"nabburg.de","http://www.nabburg.de","","Nabburg","BY","Yes","No","","","",""
"muerlenbach.de","http://www.muerlenbach.de","","Mürlenbach","RP","No","No","","","",""
"gemeinde-waldorf.de","http://gemeinde-waldorf.de","","Waldorf","RP","No","No","","","",""
"bergen-nahe.de","http://www.bergen-nahe.de","","Bergen","RP","No","No","","","",""
"ammerndorf.de","http://www.ammerndorf.de","","Ammerndorf","BY","No","No","","","",""
"cadolzburg.de","http://www.cadolzburg.de","","Cadolzburg","BY","No","No","","","",""
"bischheim.de","http://www.bischheim.de","","Bischheim","RP","Yes","No","","","",""
"desloch.de","http://www.desloch.de","","Desloch","RP","No","No","","","",""
"miehlen.de","http://miehlen.de","","Miehlen","RP","No","No","","","",""
"bad-honnef.de","http://www.bad-honnef.de","","Bad Honnef","NW","No","No","","","",""
"treffelstein.de","http://www.treffelstein.de","","Treffelstein","BY","No","No","","","",""
"nordhackstedt.de","http://nordhackstedt.de","","Nordhackstedt","SH","No","No","","","",""
"ahnsbeck.de","http://ahnsbeck.de","","Ahnsbeck","NI","No","No","","","",""
"siegen.de","http://www.siegen.de","","Siegen","NW","No","No","","","",""
"kurort-schlema.de","http://www.kurort-schlema.de","","Bad Schlema","SN","No","No","","","",""
"massenbachhausen.de","http://www.massenbachhausen.de","","Massenbachhausen","BW","No","No","","","",""
"gemeinde-waldbrunn.de","http://www.gemeinde-waldbrunn.de","","Waldbrunn","BY","No","No","","","",""
"gunningen.de","http://gunningen.de","","Gunningen","BW","No","No","","","",""
"lauchringen.de","https://www.lauchringen.de","","Lauchringen","BW","No","Yes","Yes","No","Ready",""
"strohn.de","http://www.strohn.de","","Strohn","RP","No","No","","","",""
"mockrehna.de","http://mockrehna.de","","Mockrehna","SN","No","No","","","",""
"berglangenbach.de","http://berglangenbach.de","","Berglangenbach","RP","No","No","","","",""
"pappenheim.de","http://pappenheim.de","","Pappenheim","BY","No","No","","","",""
"bremervoerde.de","http://www.bremervoerde.de","","Bremervörde","NI","No","No","","","",""
"udler.de","http://www.udler.de","","Udler","RP","No","No","","","",""
"pfaffenweiler.de","http://www.pfaffenweiler.de","","Pfaffenweiler","BW","No","Yes","No","No","",""
"kirchanschoering.info","http://kirchanschoering.info","","Kirchanschöring","BY","No","No","","","",""
"seelze.de","http://seelze.de","","Seelze","NI","No","No","","","",""
"wickede.de","http://www.wickede.de","","Wickede","NW","No","No","","","",""
"sierksrade.de","http://sierksrade.de","","Sierksrade","SH","No","No","","","",""
"ostfildern.de","http://www.ostfildern.de","","Ostfildern","BW","No","No","","","",""
"lg-am-ohmberg.de","http://lg-am-ohmberg.de","","Am Ohmberg","TH","No","No","","","",""
"arrach.de","http://www.arrach.de","","Arrach","BY","Yes","No","","","",""
"beuron.de","http://www.beuron.de","","Beuron","BW","No","No","","","",""
"dischingen.de","http://www.dischingen.de","","Dischingen","BW","No","No","","","",""
"stadt-kyllburg.de","http://stadt-kyllburg.de","","Kyllburg","RP","No","No","","","",""
"rangendingen.de","http://rangendingen.de","","Rangendingen","BW","No","No","","","",""
"bessenbach.de","http://www.bessenbach.de","","Bessenbach","BY","No","No","","","",""
"freienorla.de","http://www.freienorla.de","","Freienorla","TH","No","No","","","",""
"gemeinde-banzkow.de","http://gemeinde-banzkow.de","","Banzkow","MV","No","No","","","",""
"neckargemuend.de","http://www.neckargemuend.de","","Neckargemünd","BW","No","No","","","",""
"nazza.de","http://www.nazza.de","","Nazza","TH","No","No","","","",""
"sponheim.de","http://www.sponheim.de","","Sponheim","RP","No","No","","","",""
"sindelsdorf.de","http://www.sindelsdorf.de","","Sindelsdorf","BY","No","No","","","",""
"stahnsdorf.de","http://stahnsdorf.de","","Stahnsdorf","BB","No","No","","","",""
"monreal-eifel.de","http://www.monreal-eifel.de","","Monreal","RP","Yes","No","","","",""
"gommern.de","http://www.gommern.de","","Gommern","ST","No","No","","","",""
"markt-rettenbach.de","http://www.markt-rettenbach.de","","Markt Rettenbach","BY","No","No","","","",""
"weisendorf.de","http://weisendorf.de","","Weisendorf","BY","No","No","","","",""
"lichtenau.de","http://www.lichtenau.de","","Lichtenau","NW","No","No","","","",""
"schallbach.de","http://schallbach.de","","Schallbach","BW","No","No","","","",""
"rheinhausen.de","http://www.rheinhausen.de","","Rheinhausen","BW","No","No","","","",""
"gross-wittensee.de","http://www.gross-wittensee.de","","Groß Wittensee","SH","No","No","","","",""
"gross-meckelsen.de","http://gross-meckelsen.de","","Groß Meckelsen","NI","No","No","","","",""
"bermersheim-vdh.de","http://www.bermersheim-vdh.de","","Bermersheim vor der Höhe","RP","No","No","","","",""
"plankenfels.de","http://plankenfels.de","","Plankenfels","BY","No","No","","","",""
"duerrholz.net","http://duerrholz.net","","Dürrholz","RP","No","No","","","",""
"joerl.de","http://www.joerl.de","","Jörl","SH","Yes","No","","","",""
"blankenhain.de","http://blankenhain.de","","Blankenhain","TH","No","No","","","",""
"beldorf.de","http://www.beldorf.de","","Beldorf","SH","No","No","","","",""
"kirchensittenbach.de","http://kirchensittenbach.de","","Kirchensittenbach","BY","No","No","","","",""
"waging.de","http://www.waging.de","","Waging am See","BY","Yes","No","","","",""
"leutesdorf-rhein.de","http://leutesdorf-rhein.de","","Leutesdorf","RP","No","No","","","",""
"gemeinde-wieden.de","http://www.gemeinde-wieden.de","","Wieden","BW","No","No","","","",""
"stahlhofen-am-wiesensee.de","http://stahlhofen-am-wiesensee.de","","Stahlhofen am Wiesensee","RP","No","No","","","",""
"deimberg.de","http://deimberg.de","","Deimberg","RP","No","No","","","",""
"zwingenberg-neckar.de","http://zwingenberg-neckar.de","","Zwingenberg","BW","No","No","","","",""
"sandersdorf-brehna.de","https://www.sandersdorf-brehna.de","","Sandersdorf-Brehna","ST","No","Yes","Yes","No","",""
"oberschweinbach.de","http://www.oberschweinbach.de","","Oberschweinbach","BY","No","No","","","",""
"weingarten-online.de","http://www.weingarten-online.de","","Weingarten","BW","No","No","","","",""
"roettenbach.de","http://roettenbach.de","","Röttenbach","BY","No","No","","","",""
"altena.de","http://altena.de","","Altena","NW","No","No","","","",""
"geesthacht.de","http://geesthacht.de","","Geesthacht","SH","No","No","","","",""
"eschwege.de","http://www.eschwege.de","","Eschwege","HE","No","No","","","",""
"verden.de","http://www.verden.de","","Verden (Aller)","NI","No","No","","","",""
"offenheim.de","http://www.offenheim.de","","Offenheim","RP","Yes","No","","","",""
"sehnde.de","https://www.sehnde.de","","Sehnde","NI","No","Yes","Yes","Yes","",""
"foeritz.de","http://foeritz.de","","Föritz","TH","No","No","","","",""
"pielenhofen.de","http://www.pielenhofen.de","","Pielenhofen","BY","No","No","","","",""
"baierbrunn.de","http://baierbrunn.de","","Baierbrunn","BY","No","No","","","",""
"ulm.de","http://ulm.de","","Ulm","BW","No","Yes","No","No","",""
"allmendingen.de","http://www.allmendingen.de","","Allmendingen","BW","No","No","","","",""
"amt-rantzau.de","https://www.amt-rantzau.de","","Groß Offenseth-Aspern","SH","No","Yes","Yes","Yes","",""
"stadt-hirschberg-saale.de","http://www.stadt-hirschberg-saale.de","","Hirschberg","TH","No","No","","","",""
"langenaltheim.eu","http://www.langenaltheim.eu","","Langenaltheim","BY","No","No","","","",""
"gemeinde-puderbach.de","http://gemeinde-puderbach.de","","Puderbach","RP","No","No","","","",""
"euscheid.de","http://euscheid.de","","Euscheid","RP","No","No","","","",""
"termine-badhonnef.de","http://termine-badhonnef.de","","Bad Honnef","NW","No","No","","","",""
"gemeinde-harsdorf.de","http://gemeinde-harsdorf.de","","Harsdorf","BY","No","No","","","",""
"kamsdorf.de","http://www.kamsdorf.de","","Kamsdorf","TH","No","No","","","",""
"reutlingen.de","https://www.reutlingen.de","","Reutlingen","BW","No","Yes","Yes","No","",""
"gemeinde-bengel.de","http://www.gemeinde-bengel.de","","Bengel","RP","Yes","No","","","",""
"kleinniedesheim.de","http://kleinniedesheim.de","","Kleinniedesheim","RP","No","No","","","",""
"herrenberg.de","http://www.herrenberg.de","","Herrenberg","BW","No","No","","","",""
"ihlow.de","http://www.ihlow.de","","Ihlow","NI","No","No","","","",""
"medlingen.com","http://www.medlingen.com","","Medlingen","BY","No","No","","","",""
"hoechenschwand.de","http://www.hoechenschwand.de","","Höchenschwand","BW","No","No","","","",""
"mechelroda.de","http://mechelroda.de","","Mechelroda","TH","No","No","","","",""
"offenbach-hundheim.de","http://offenbach-hundheim.de","","Offenbach-Hundheim","RP","No","No","","","",""
"pleizenhausen.de","http://pleizenhausen.de","","Pleizenhausen","RP","No","Yes","No","No","",""
"windberg.de","http://www.windberg.de","","Windberg","BY","No","No","","","",""
"bechtheim.de","https://bechtheim.de","","Bechtheim","RP","No","Yes","Yes","No","",""
"mittelbrunn.de","http://www.mittelbrunn.de","","Mittelbrunn","RP","Yes","No","","","",""
"bergkirchen.de","http://www.bergkirchen.de","","Bergkirchen","BY","No","No","","","",""
"vgvkh.de","http://www.vgvkh.de","","Pfaffen-Schwabenheim","RP","Yes","No","","","",""
"landau.de","http://www.landau.de","","Landau in der Pfalz","RP","No","No","","","",""
"gemeinde-vogtei.de","http://www.gemeinde-vogtei.de","","Vogtei","TH","No","No","","","",""
"bersenbrueck.de","http://www.bersenbrueck.de","","Bersenbrück","NI","No","No","","","",""
"poernbach.de","http://www.poernbach.de","","Pörnbach","BY","No","No","","","",""
"utting.de","http://utting.de","","Utting am Ammersee","BY","No","No","","","",""
"goldisthal.de","http://www.goldisthal.de","","Goldisthal","TH","No","No","","","",""
"ratsinfo.schladen-werla.de","http://ratsinfo.schladen-werla.de","","Schladen-Werla","NI","No","Yes","No","No","",""
"altenholz.de","http://altenholz.de","","Altenholz","SH","No","No","","","",""
"durbach.de","http://www.durbach.de","","Durbach","BW","No","No","","","",""
"gemeinde-kordel.de","http://gemeinde-kordel.de","","Kordel","RP","No","No","","","",""
"neunkirchen-seelscheid.de","http://www.neunkirchen-seelscheid.de","","Neunkirchen-Seelscheid","NW","Yes","No","","","",""
"schleswig.de","http://schleswig.de","","Schleswig","SH","No","No","","","",""
"koenigs-wusterhausen.de","http://koenigs-wusterhausen.de","","Königs Wusterhausen","BB","No","No","","","",""
"beckdorf.de","http://www.beckdorf.de","","Beckdorf","NI","Yes","No","","","",""
"froemmstedt.de","http://www.froemmstedt.de","","Frömmstedt","TH","No","No","","","",""
"regnitzlosau.de","http://www.regnitzlosau.de","","Regnitzlosau","BY","No","No","","","",""
"haeusern.de","http://haeusern.de","","Häusern","BW","No","No","","","",""
"busenwurth.de","http://busenwurth.de","","Busenwurth","SH","No","No","","","",""
"duderstadt.de","http://www.duderstadt.de","","Duderstadt","NI","No","No","","","",""
"penzing.de","http://penzing.de","","Penzing","BY","No","No","","","",""
"bretnig-hauswalde.de","http://www.bretnig-hauswalde.de","","Bretnig-Hauswalde","SN","No","No","","","",""
"emsbueren.de","http://www.emsbueren.de","","Emsbüren","NI","No","Yes","No","No","",""
"stadt-garz-ruegen.de","http://stadt-garz-ruegen.de","","Garz/Rügen","MV","No","No","","","",""
"rothenburg-ol.de","http://www.rothenburg-ol.de","","Rothenburg/O.L.","SN","No","No","","","",""
"gemeinde-loehnberg.de","http://www.gemeinde-loehnberg.de","","Löhnberg","HE","No","No","","","",""
"elchesheim-illingen.de","http://elchesheim-illingen.de","","Elchesheim-Illingen","BW","No","No","","","",""
"oberhaid.de","http://www.oberhaid.de","","Oberhaid","BY","No","No","","","",""
"heilsbronn.de","http://www.heilsbronn.de","","Heilsbronn","BY","No","No","","","",""
"neuenstein.net","https://www.neuenstein.net","","Neuenstein","HE","No","Yes","Yes","No","",""
"mohrkirch.de","http://mohrkirch.de","","Mohrkirch","SH","No","No","","","",""
"nienborstel.net","http://www.nienborstel.net","","Nienborstel","SH","Yes","No","","","",""
"leitzweiler.de","http://leitzweiler.de","","Leitzweiler","RP","No","No","","","",""
"duingen.de","http://www.duingen.de","","Duingen","NI","No","No","","","",""
"gefell.de","http://gefell.de","","Gefell","RP","No","No","","","",""
"uexheim.de","http://uexheim.de","","Üxheim","RP","No","No","","","",""
"wallsbuell.de","http://www.wallsbuell.de","","Wallsbüll","SH","No","No","","","",""
"lohme.de","http://www.lohme.de","","Lohme","MV","No","No","","","",""
"schalkenmehren.de","http://schalkenmehren.de","","Schalkenmehren","RP","No","No","","","",""
"mechow.net","http://mechow.net","","Mechow","SH","No","No","","","",""
"suederende-auf-foehr.de","http://www.suederende-auf-foehr.de","","Süderende","SH","No","No","","","",""
"blieskastel.de","https://www.blieskastel.de","","Blieskastel","SL","No","Yes","Yes","No","",""
"giesen.de","http://giesen.de","","Giesen","NI","No","No","","","",""
"kronburg.de","http://www.kronburg.de","","Kronburg","BY","Yes","No","","","",""
"hitzacker.de","http://www.hitzacker.de","","Hitzacker","NI","Yes","No","","","",""
"bruecken-nahe.de","http://www.bruecken-nahe.de","","Brücken","RP","No","No","","","",""
"vgem-seehausen.verwaltungsportal.de","http://www.vgem-seehausen.verwaltungsportal.de","","Altmärkische Höhe","ST","No","No","","","",""
"stadtilm.de","http://www.stadtilm.de","","Stadtilm","TH","Yes","No","","","",""
"babenhausen-schwaben.de","http://www.babenhausen-schwaben.de","","Kirchhaslach","BY","Yes","No","","","",""
"vellmar.de","http://www.vellmar.de","","Vellmar","HE","No","No","","","",""
"reichenbach-vogtland.de","http://www.reichenbach-vogtland.de","","Reichenbach im Vogtland","SN","No","No","","","",""
"schiltberg.de","http://www.schiltberg.de","","Schiltberg","BY","No","No","","","",""
"eimke.de","http://www.eimke.de","","Eimke","NI","Yes","No","","","",""
"argenschwang.de","http://argenschwang.de","","Argenschwang","RP","No","No","","","",""
"langenhahn.org","http://langenhahn.org","","Langenhahn","RP","No","No","","","",""
"heddesheim.de","http://www.heddesheim.de","","Heddesheim","BW","No","No","","","",""
"markt-kuehbach.de","http://www.markt-kuehbach.de","","Kühbach","BY","No","No","","","",""
"gemeinde-dammbach.de","http://gemeinde-dammbach.de","","Dammbach","BY","No","No","","","",""
"riesbuerg.de","http://www.riesbuerg.de","","Riesbürg","BW","No","No","","","",""
"eschenburg.de","http://www.eschenburg.de","","Eschenburg","HE","Yes","No","","","",""
"rothemuehl.de","http://rothemuehl.de","","Rothemühl","MV","No","No","","","",""
"rastorf.de","http://rastorf.de","","Rastorf","SH","No","No","","","",""
"wuerrich-hunsrueck.de","http://wuerrich-hunsrueck.de","","Würrich","RP","No","No","","","",""
"gemeinde-saulgrub.de","http://www.gemeinde-saulgrub.de","","Saulgrub","BY","No","No","","","",""
"suderburg.de","http://suderburg.de","","Suderburg","NI","No","No","","","",""
"rietz-neuendorf.de","http://www.rietz-neuendorf.de","","Rietz-Neuendorf","BB","No","No","","","",""
"freiberg.de","http://www.freiberg.de","","Freiberg","SN","No","No","","","",""
"bickenbach-bergstrasse.de","http://bickenbach-bergstrasse.de","","Bickenbach","HE","No","No","","","",""
"emmingen-liptingen.de","http://www.emmingen-liptingen.de","","Emmingen-Liptingen","BW","No","No","","","",""
"kumhausen.de","http://www.kumhausen.de","","Kumhausen","BY","No","No","","","",""
"fehrbellin.de","http://www.fehrbellin.de","","Fehrbellin","BB","No","No","","","",""
"garstedt.de","https://garstedt.de","","Garstedt","NI","No","Yes","Yes","No","",""
"emmelsbuell-horsbuell.net","http://emmelsbuell-horsbuell.net","","Emmelsbüll-Horsbüll","SH","No","No","","","",""
"graach.de","http://www.graach.de","","Graach an der Mosel","RP","No","No","","","",""
"pattensen.de","http://pattensen.de","","Pattensen","NI","No","No","","","",""
"hohenfels.de","http://www.hohenfels.de","","Hohenfels","BW","No","No","","","",""
"peine.de","http://peine.de","","Peine","NI","No","No","","","",""
"osterspai.de","http://www.osterspai.de","","Osterspai","RP","Yes","No","","","",""
"bad-liebenstein.de","http://www.bad-liebenstein.de","","Bad Liebenstein","TH","No","No","","","",""
"grossdueben-online.de","http://grossdueben-online.de","","Groß Düben","SN","No","No","","","",""
"impflingen.de","http://www.impflingen.de","","Impflingen","RP","No","No","","","",""
"rheinfelden-baden.de","http://www.rheinfelden-baden.de","","Rheinfelden (Baden)","BW","Yes","No","","","",""
"birkenfeld-enzkreis.de","http://www.birkenfeld-enzkreis.de","","Birkenfeld","BW","No","No","","","",""
"siedenbollentin.net","http://siedenbollentin.net","","Siedenbollentin","MV","No","No","","","",""
"laupheim.de","https://www.laupheim.de","","Laupheim","BW","No","Yes","Yes","No","",""
"maikammer.de","http://maikammer.de","","Maikammer","RP","No","No","","","",""
"bischofswiesen.de","http://www.bischofswiesen.de","","Bischofswiesen","BY","No","No","","","",""
"kattendorf.de","http://kattendorf.de","","Kattendorf","SH","No","No","","","",""
"koethen-anhalt.de","http://www.koethen-anhalt.de","","Köthen (Anhalt)","ST","No","No","","","",""
"bockhorn-obb.de","http://www.bockhorn-obb.de","","Bockhorn","BY","No","No","","","",""
"gemeinde-dornum.de","http://www.gemeinde-dornum.de","","Dornum","NI","No","No","","","",""
"vohburg.de","http://vohburg.de","","Vohburg an der Donau","BY","No","No","","","",""
"voerde.de","https://www.voerde.de","","Voerde (Niederrhein)","NW","No","Yes","Yes","No","",""
"kleinmaischeid.de","http://www.kleinmaischeid.de","","Kleinmaischeid","RP","Yes","No","","","",""
"cavertitz.de","http://www.cavertitz.de","","Cavertitz","SN","No","No","","","",""
"baindt.de","http://baindt.de","","Baindt","BW","No","No","","","",""
"vg-nesseaue.de","http://vg-nesseaue.de","","Tröchtelborn","TH","No","No","","","",""
"germaringen.de","http://www.germaringen.de","","Germaringen","BY","No","No","","","",""
"stadtprozelten.de","http://www.stadtprozelten.de","","Stadtprozelten","BY","No","No","","","",""
"kirchlinteln.de","http://www.kirchlinteln.de","","Kirchlinteln","NI","No","No","","","",""
"markt-pfaffenhofen.de","http://www.markt-pfaffenhofen.de","","Pfaffenhofen an der Roth","BY","No","No","","","",""
"amt-moorrege.de","https://www.amt-moorrege.de","","Heist","SH","No","Yes","Yes","No","",""
"soerup.de","http://www.soerup.de","","Sörup","SH","No","No","","","",""
"gemeinde-hasel.de","http://www.gemeinde-hasel.de","","Hasel","BW","No","No","","","",""
"glashuette-sachs.de","http://www.glashuette-sachs.de","","Glashütte","SN","No","No","","","",""
"bad-wiessee.de","http://www.bad-wiessee.de","","Bad Wiessee","BY","No","No","","","",""
"pogeez.de","http://pogeez.de","","Pogeez","SH","No","No","","","",""
"amt-fahoe.de","http://amt-fahoe.de","","Falkenberg","BB","No","No","","","",""
"eutin.de","http://www.eutin.de","","Eutin","SH","Yes","No","","","",""
"weeze.de","http://weeze.de","","Weeze","NW","No","No","","","",""
"korbach.de","http://korbach.de","","Korbach","HE","No","No","","","",""
"ortsgemeinde-ransweiler.de","http://ortsgemeinde-ransweiler.de","","Ransweiler","RP","No","No","","","",""
